#JD                    MAG              ERR               SURVEY Filter
2455200.614746000152  -0.000475000000   0.037790000000         KELT
2455200.625487999991   0.027215000000   0.036370000000         KELT
2455200.638183999807   0.023895000000   0.035010000000         KELT
2455200.648926000111   0.001505000000   0.035890000000         KELT
2455200.659667999949   0.012185000000   0.035370000000         KELT
2455200.670409999788   0.000025000000   0.036200000000         KELT
2455200.701659999788  -0.071245000000   0.071680000000         KELT
2455200.710448999889   0.047025000000   0.073100000000         KELT
2455200.718750000000   0.056765000000   0.074050000000         KELT
2455200.727051000111  -0.022205000000   0.075200000000         KELT
2455200.735840000212  -0.013735000000   0.077150000000         KELT
2455200.744140999857   0.047445000000   0.076050000000         KELT
2455200.752441000193   0.088605000000   0.075430000000         KELT
2455200.758789000101   0.027505000000   0.078020000000         KELT
2455200.761229999829   0.008225000000   0.079400000000         KELT
2455200.763183999807   0.135535000000   0.079670000000         KELT
2455200.765625000000   0.059685000000   0.078550000000         KELT
2455200.767578000203  -0.043035000000   0.078690000000         KELT
2455200.770020000171   0.034785000000   0.078620000000         KELT
2455200.772460999899   0.061145000000   0.079350000000         KELT
2455200.774414000101   0.008565000000   0.079910000000         KELT
2455200.776854999829  -0.042565000000   0.080300000000         KELT
2455200.781737999991   0.051245000000   0.079330000000         KELT
2455200.786621000152   0.046805000000   0.081120000000         KELT
2455200.791503999848  -0.042335000000   0.081140000000         KELT
2455200.796387000009   0.007735000000   0.084120000000         KELT
2455200.801270000171   0.035425000000   0.081630000000         KELT
2455200.806152000092   0.076855000000   0.082310000000         KELT
2455200.811034999788  -0.013225000000   0.082940000000         KELT
2455200.815917999949   0.033325000000   0.084770000000         KELT
2455200.820801000111   0.109595000000   0.084670000000         KELT
2455200.825683999807   0.169745000000   0.085590000000         KELT
2455200.830566000193  -0.050415000000   0.086830000000         KELT
2455201.631347999908   0.060865000000   0.044610000000         KELT
2455201.642578000203  -0.059295000000   0.043110000000         KELT
2455201.653320000041  -0.065785000000   0.042450000000         KELT
2455201.672852000222  -0.046605000000   0.040770000000         KELT
2455201.699219000060   0.006115000000   0.059280000000         KELT
2455201.709960999899  -0.029085000000   0.055110000000         KELT
2455201.721191000193   0.028115000000   0.056140000000         KELT
2455201.772460999899   0.059235000000   0.072720000000         KELT
2455202.570801000111   0.021505000000   0.047270000000         KELT
2455202.575683999807   0.041775000000   0.041520000000         KELT
2455202.580566000193  -0.051775000000   0.039310000000         KELT
2455202.585448999889  -0.023305000000   0.038130000000         KELT
2455202.590332000051  -0.009835000000   0.038550000000         KELT
2455202.598633000161   0.036395000000   0.039290000000         KELT
2455202.606933999807  -0.027595000000   0.039580000000         KELT
2455202.618164000101   0.015005000000   0.037740000000         KELT
2455202.631347999908  -0.009555000000   0.037560000000         KELT
2455202.642578000203   0.030685000000   0.037630000000         KELT
2455202.653808999807  -0.002455000000   0.038750000000         KELT
2455202.665039000101   0.102015000000   0.038000000000         KELT
2455202.697265999857  -0.005705000000   0.052050000000         KELT
2455202.708008000161   0.038375000000   0.050990000000         KELT
2455202.719237999991   0.024045000000   0.052050000000         KELT
2455202.730469000060   0.000875000000   0.052100000000         KELT
2455202.741210999899   0.019625000000   0.052000000000         KELT
2455202.750000000000   0.016595000000   0.054340000000         KELT
2455202.756347999908   0.002775000000   0.052390000000         KELT
2455202.762207000051   0.046225000000   0.052840000000         KELT
2455202.768066000193   0.008785000000   0.055200000000         KELT
2455202.773926000111  -0.005605000000   0.056610000000         KELT
2455202.785155999940   0.002935000000   0.061860000000         KELT
2455202.795897999778  -0.003115000000   0.064820000000         KELT
2455202.806640999857  -0.062135000000   0.066280000000         KELT
2455202.817383000161  -0.029365000000   0.068010000000         KELT
2455203.724609000143   0.053845000000   0.062480000000         KELT
2455203.735352000222  -0.029015000000   0.055510000000         KELT
2455203.745604999829   0.015525000000   0.052490000000         KELT
2455203.753905999940  -0.036675000000   0.052470000000         KELT
2455203.759765999857  -0.009215000000   0.052980000000         KELT
2455203.765625000000   0.053475000000   0.052590000000         KELT
2455203.770996000152  -0.013665000000   0.054590000000         KELT
2455203.781737999991   0.002385000000   0.058940000000         KELT
2455203.791991999839  -0.035915000000   0.060690000000         KELT
2455203.802734000143  -0.133615000000   0.060400000000         KELT
2455203.812987999991  -0.041745000000   0.062300000000         KELT
2455203.823729999829  -0.069895000000   0.065990000000         KELT
2455204.571289000101  -0.015265000000   0.064910000000         KELT
2455204.590332000051  -0.008085000000   0.042470000000         KELT
2455204.594727000222   0.240465000000   0.052510000000         KELT
2455204.602539000101  -0.010305000000   0.044260000000         KELT
2455204.625977000222  -0.024605000000   0.043070000000         KELT
2455204.636229999829   0.039505000000   0.040940000000         KELT
2455204.646972999908   0.039735000000   0.038930000000         KELT
2455204.657715000212   0.021395000000   0.040290000000         KELT
2455204.666015999857   0.013415000000   0.037810000000         KELT
2455204.690917999949   0.002855000000   0.056470000000         KELT
2455204.701171999797   0.054725000000   0.053140000000         KELT
2455204.711914000101   0.072705000000   0.054210000000         KELT
2455204.722167999949  -0.025465000000   0.053940000000         KELT
2455204.732909999788  -0.050535000000   0.052490000000         KELT
2455204.741210999899  -0.019265000000   0.049800000000         KELT
2455204.749512000009   0.013805000000   0.047900000000         KELT
2455204.755371000152  -0.043885000000   0.049110000000         KELT
2455204.761229999829   0.036445000000   0.049910000000         KELT
2455204.766602000222   0.034105000000   0.049820000000         KELT
2455204.777344000060  -0.041155000000   0.049730000000         KELT
2455204.787597999908  -0.060365000000   0.051480000000         KELT
2455204.798340000212  -0.095055000000   0.051630000000         KELT
2455204.808594000060  -0.103825000000   0.053750000000         KELT
2455204.819335999899  -0.165225000000   0.056010000000         KELT
2455205.688477000222   0.034735000000   0.066960000000         KELT
2455205.699219000060  -0.007265000000   0.058200000000         KELT
2455205.709472999908  -0.057055000000   0.062840000000         KELT
2455205.719727000222  -0.073425000000   0.065790000000         KELT
2455205.738280999940   0.066935000000   0.070210000000         KELT
2455205.746582000051  -0.105075000000   0.072570000000         KELT
2455205.752441000193   0.047195000000   0.059640000000         KELT
2455205.757811999880  -0.020085000000   0.062490000000         KELT
2455205.763671999797   0.129325000000   0.059720000000         KELT
2455205.784179999959   0.001515000000   0.069650000000         KELT
2455205.794921999797  -0.110765000000   0.071870000000         KELT
2455206.572753999848  -0.057265000000   0.043630000000         KELT
2455206.577147999778  -0.033335000000   0.042250000000         KELT
2455206.582030999940  -0.036735000000   0.041120000000         KELT
2455206.583984000143   0.023265000000   0.040190000000         KELT
2455206.586426000111   0.017265000000   0.045590000000         KELT
2455206.588378999848   0.019685000000   0.042040000000         KELT
2455206.590820000041   0.017145000000   0.044940000000         KELT
2455206.592772999778  -0.021665000000   0.042330000000         KELT
2455206.595215000212   0.007105000000   0.040650000000         KELT
2455206.605469000060   0.017375000000   0.045430000000         KELT
2455206.659179999959  -0.003265000000   0.037650000000         KELT
2455206.684082000051  -0.024875000000   0.049790000000         KELT
2455206.704590000212   0.007995000000   0.051390000000         KELT
2455206.725585999899   0.188875000000   0.079380000000         KELT
2455206.735840000212  -0.017075000000   0.050370000000         KELT
2455206.743652000092   0.093125000000   0.059010000000         KELT
2455206.749512000009  -0.061485000000   0.051850000000         KELT
2455206.755371000152   0.081095000000   0.049300000000         KELT
2455206.760741999839   0.103555000000   0.051290000000         KELT
2455206.770996000152  -0.046255000000   0.065850000000         KELT
2455206.781737999991  -0.018465000000   0.051690000000         KELT
2455206.791991999839  -0.021545000000   0.052460000000         KELT
2455206.802246000152  -0.089975000000   0.048600000000         KELT
2455206.812500000000  -0.078555000000   0.049950000000         KELT
2455207.628417999949   0.005375000000   0.040570000000         KELT
2455207.638671999797  -0.023865000000   0.039420000000         KELT
2455207.648926000111  -0.044185000000   0.046520000000         KELT
2455207.657227000222   0.010715000000   0.036630000000         KELT
2455207.681640999857  -0.008145000000   0.048020000000         KELT
2455207.691895000171  -0.014025000000   0.049280000000         KELT
2455207.702147999778   0.015185000000   0.047370000000         KELT
2455207.712402000092  -0.010305000000   0.051140000000         KELT
2455207.723145000171   0.003605000000   0.057990000000         KELT
2455207.733397999778  -0.011855000000   0.047680000000         KELT
2455207.741210999899   0.016915000000   0.048430000000         KELT
2455207.747070000041  -0.111945000000   0.085830000000         KELT
2455208.573729999829   0.047825000000   0.045630000000         KELT
2455208.576171999797   0.013075000000   0.042060000000         KELT
2455208.578125000000  -0.048345000000   0.040520000000         KELT
2455208.580078000203  -0.071835000000   0.039150000000         KELT
2455208.582520000171  -0.007515000000   0.037600000000         KELT
2455208.584472999908  -0.032855000000   0.037630000000         KELT
2455208.586914000101   0.053065000000   0.036970000000         KELT
2455208.588866999839   0.024005000000   0.036900000000         KELT
2455208.591308999807   0.016755000000   0.036570000000         KELT
2455208.593262000009   0.042555000000   0.036930000000         KELT
2455208.599121000152  -0.019565000000   0.037410000000         KELT
2455208.611816000193   0.045005000000   0.036880000000         KELT
2455208.622070000041   0.043535000000   0.035550000000         KELT
2455208.632323999889   0.073165000000   0.036280000000         KELT
2455208.642578000203   0.016395000000   0.036450000000         KELT
2455208.653320000041  -0.005765000000   0.036720000000         KELT
2455208.677734000143   0.009125000000   0.052040000000         KELT
2455208.687987999991  -0.023045000000   0.052870000000         KELT
2455208.698241999839  -0.034415000000   0.052450000000         KELT
2455208.708496000152   0.049645000000   0.053180000000         KELT
2455208.719237999991  -0.078165000000   0.053350000000         KELT
2455208.729491999839   0.008685000000   0.052440000000         KELT
2455208.737792999949   0.062915000000   0.052720000000         KELT
2455208.743164000101  -0.039315000000   0.054510000000         KELT
2455208.749022999778  -0.021095000000   0.055400000000         KELT
2455208.754395000171   0.034175000000   0.057410000000         KELT
2455208.765137000009   0.039255000000   0.058860000000         KELT
2455208.775390999857  -0.070295000000   0.059140000000         KELT
2455208.785645000171  -0.037625000000   0.058140000000         KELT
2455208.795897999778  -0.086015000000   0.060110000000         KELT
2455208.806152000092  -0.046165000000   0.058650000000         KELT
2455209.574219000060   0.016505000000   0.043310000000         KELT
2455209.576171999797  -0.064345000000   0.040800000000         KELT
2455209.578612999991   0.010855000000   0.038520000000         KELT
2455209.580566000193  -0.030595000000   0.037420000000         KELT
2455209.583008000161   0.026455000000   0.037120000000         KELT
2455209.584960999899   0.023535000000   0.036490000000         KELT
2455209.587402000092  -0.033545000000   0.036680000000         KELT
2455209.589354999829   0.032995000000   0.036540000000         KELT
2455209.595215000212   0.030075000000   0.036670000000         KELT
2455209.605469000060   0.019025000000   0.037200000000         KELT
2455209.618164000101  -0.026605000000   0.037140000000         KELT
2455209.628417999949  -0.021215000000   0.040960000000         KELT
2455209.649414000101  -0.019465000000   0.035220000000         KELT
2455209.673828000203   0.046655000000   0.050500000000         KELT
2455209.684082000051   0.060735000000   0.049880000000         KELT
2455209.694335999899   0.047035000000   0.049360000000         KELT
2455209.705078000203  -0.074685000000   0.050040000000         KELT
2455209.715332000051  -0.004785000000   0.051460000000         KELT
2455209.725585999899   0.009625000000   0.050950000000         KELT
2455209.733887000009   0.010735000000   0.051770000000         KELT
2455209.739258000161   0.102725000000   0.051310000000         KELT
2455209.745116999839   0.009425000000   0.045490000000         KELT
2455209.750977000222  -0.052585000000   0.051560000000         KELT
2455209.758789000101   0.014035000000   0.048870000000         KELT
2455209.769042999949  -0.057965000000   0.055830000000         KELT
2455209.779784999788  -0.092505000000   0.056160000000         KELT
2455209.790039000101  -0.057045000000   0.057100000000         KELT
2455209.800292999949  -0.109105000000   0.057100000000         KELT
2455210.571777000092  -0.014985000000   0.052300000000         KELT
2455210.574219000060   0.044665000000   0.047270000000         KELT
2455210.576171999797  -0.022285000000   0.042990000000         KELT
2455210.578612999991  -0.024145000000   0.040880000000         KELT
2455210.580566000193   0.025895000000   0.038890000000         KELT
2455210.583008000161  -0.010365000000   0.039280000000         KELT
2455210.584960999899   0.017025000000   0.038450000000         KELT
2455210.587402000092   0.016195000000   0.038680000000         KELT
2455210.593262000009  -0.006535000000   0.038850000000         KELT
2455210.601561999880  -0.013695000000   0.039150000000         KELT
2455210.613770000171   0.010435000000   0.039130000000         KELT
2455210.624022999778  -0.011375000000   0.038030000000         KELT
2455210.634765999857   0.020165000000   0.037210000000         KELT
2455210.645020000171   0.018895000000   0.036440000000         KELT
2455210.669433999807   0.000695000000   0.054780000000         KELT
2455210.677734000143  -0.012935000000   0.055460000000         KELT
2455210.687987999991   0.012615000000   0.055890000000         KELT
2455210.698241999839  -0.021625000000   0.055140000000         KELT
2455210.708496000152   0.026545000000   0.057080000000         KELT
2455210.719237999991   0.009655000000   0.058400000000         KELT
2455210.727051000111   0.075815000000   0.056330000000         KELT
2455210.735352000222  -0.023125000000   0.055970000000         KELT
2455210.741210999899  -0.013415000000   0.057410000000         KELT
2455210.746582000051   0.023975000000   0.057510000000         KELT
2455210.752441000193   0.052325000000   0.057590000000         KELT
2455210.762695000041  -0.032505000000   0.060590000000         KELT
2455210.772948999889  -0.062425000000   0.060680000000         KELT
2455210.783203000203  -0.028055000000   0.061560000000         KELT
2455210.793945000041  -0.113815000000   0.060930000000         KELT
2455210.804198999889  -0.067355000000   0.063520000000         KELT
2455211.572753999848   0.092305000000   0.054930000000         KELT
2455211.575195000041   0.033635000000   0.049300000000         KELT
2455211.577147999778   0.029895000000   0.046450000000         KELT
2455211.579102000222   0.041115000000   0.042840000000         KELT
2455211.581542999949   0.066475000000   0.042490000000         KELT
2455211.583496000152   0.019265000000   0.042680000000         KELT
2455211.585938000120   0.013335000000   0.042460000000         KELT
2455211.591796999797   0.054265000000   0.043290000000         KELT
2455211.600097999908   0.032655000000   0.042420000000         KELT
2455211.612304999959  -0.002235000000   0.042060000000         KELT
2455211.623046999797   0.072045000000   0.040910000000         KELT
2455211.633301000111   0.055975000000   0.040550000000         KELT
2455211.643554999959  -0.014195000000   0.039330000000         KELT
2455211.667969000060   0.023385000000   0.055590000000         KELT
2455211.678222999908  -0.005065000000   0.054360000000         KELT
2455211.688965000212  -0.031955000000   0.053410000000         KELT
2455211.699219000060   0.101375000000   0.054620000000         KELT
2455211.709472999908   0.013405000000   0.053970000000         KELT
2455211.719727000222  -0.045685000000   0.055860000000         KELT
2455211.728027000092   0.038045000000   0.056680000000         KELT
2455211.733887000009   0.077925000000   0.056070000000         KELT
2455211.739258000161   0.105375000000   0.055710000000         KELT
2455211.745116999839  -0.052965000000   0.056010000000         KELT
2455211.752929999959   0.010455000000   0.055510000000         KELT
2455211.763671999797   0.017585000000   0.060050000000         KELT
2455211.773926000111  -0.047315000000   0.057670000000         KELT
2455211.784179999959  -0.051325000000   0.056540000000         KELT
2455211.794433999807  -0.021585000000   0.055770000000         KELT
2455212.573241999839   0.022005000000   0.045650000000         KELT
2455212.575683999807  -0.040215000000   0.042970000000         KELT
2455212.577637000009  -0.023495000000   0.041030000000         KELT
2455212.579590000212   0.009505000000   0.040630000000         KELT
2455212.582030999940   0.055695000000   0.040160000000         KELT
2455212.587890999857   0.071325000000   0.041780000000         KELT
2455212.596191000193   0.026875000000   0.041440000000         KELT
2455212.608887000009  -0.031785000000   0.040120000000         KELT
2455212.619140999857  -0.024145000000   0.040990000000         KELT
2455212.629395000171  -0.018505000000   0.040040000000         KELT
2455212.639647999778   0.027575000000   0.039130000000         KELT
2455212.664061999880   0.002205000000   0.056830000000         KELT
2455212.672362999991  -0.051765000000   0.057700000000         KELT
2455212.682616999839  -0.026415000000   0.061620000000         KELT
2455212.693359000143  -0.023685000000   0.063550000000         KELT
2455212.703612999991   0.001715000000   0.061280000000         KELT
2455212.713866999839  -0.055705000000   0.060900000000         KELT
2455212.729979999829   0.051745000000   0.062450000000         KELT
2455212.747070000041   0.137855000000   0.060300000000         KELT
2455213.602539000101  -0.017385000000   0.037790000000         KELT
2455213.612792999949   0.072945000000   0.039610000000         KELT
2455213.623534999788   0.000545000000   0.038810000000         KELT
2455213.633789000101   0.046545000000   0.039450000000         KELT
2455213.642090000212   0.067345000000   0.040130000000         KELT
2455213.666503999848   0.111285000000   0.054190000000         KELT
2455213.676758000161   0.103505000000   0.051310000000         KELT
2455213.687012000009  -0.058795000000   0.052530000000         KELT
2455213.697265999857   0.016595000000   0.052260000000         KELT
2455213.731933999807   0.103345000000   0.047010000000         KELT
2455213.743164000101   0.028065000000   0.058750000000         KELT
2455213.753905999940   0.036335000000   0.053530000000         KELT
2455213.764159999788  -0.047975000000   0.052060000000         KELT
2455213.774414000101  -0.089155000000   0.052860000000         KELT
2455213.794921999797  -0.092895000000   0.052920000000         KELT
2455226.581542999949  -0.009155000000   0.096330000000         KELT
2455226.583496000152  -0.040845000000   0.095830000000         KELT
2455226.585938000120  -0.023815000000   0.097000000000         KELT
2455226.587890999857  -0.022655000000   0.097800000000         KELT
2455226.590332000051   0.109035000000   0.099660000000         KELT
2455226.601073999889   0.024735000000   0.097940000000         KELT
2455226.603027000092   0.115265000000   0.098270000000         KELT
2455228.582520000171   0.010755000000   0.040280000000         KELT
2455228.587402000092   0.011895000000   0.036550000000         KELT
2455228.591796999797   0.037365000000   0.036020000000         KELT
2455228.596679999959  -0.015135000000   0.034970000000         KELT
2455228.622070000041   0.024375000000   0.053310000000         KELT
2455228.632323999889  -0.132785000000   0.068260000000         KELT
2455228.642578000203  -0.087965000000   0.075000000000         KELT
2455228.653320000041  -0.006865000000   0.080280000000         KELT
2455228.663573999889   0.104805000000   0.084060000000         KELT
2455228.673828000203  -0.061935000000   0.085920000000         KELT
2455228.682128999848   0.017485000000   0.086280000000         KELT
2455228.687500000000   0.051615000000   0.088820000000         KELT
2455228.693359000143   0.017955000000   0.088410000000         KELT
2455228.699219000060  -0.121225000000   0.091180000000         KELT
2455228.707030999940   0.186665000000   0.093670000000         KELT
2455228.715332000051  -0.002025000000   0.094090000000         KELT
2455228.723633000161  -0.009175000000   0.093500000000         KELT
2455228.731933999807   0.078375000000   0.094970000000         KELT
2455228.739746000152   0.040475000000   0.097540000000         KELT
2455228.748046999797  -0.055275000000   0.098210000000         KELT
2455229.587402000092   0.017135000000   0.032010000000         KELT
2455232.584472999908  -0.083955000000   0.052500000000         KELT
2455232.589354999829  -0.000475000000   0.045750000000         KELT
2455232.614258000161  -0.012445000000   0.058360000000         KELT
2455232.624512000009  -0.048805000000   0.060700000000         KELT
2455232.634765999857   0.081345000000   0.059730000000         KELT
2455232.645508000161   0.050635000000   0.061060000000         KELT
2455232.655762000009  -0.013625000000   0.059750000000         KELT
2455232.666015999857  -0.014505000000   0.060910000000         KELT
2455232.674316000193   0.037855000000   0.061350000000         KELT
2455232.679688000120  -0.037875000000   0.059790000000         KELT
2455232.685546999797   0.045035000000   0.060770000000         KELT
2455232.691405999940   0.021745000000   0.061090000000         KELT
2455232.701659999788  -0.073325000000   0.061310000000         KELT
2455232.711914000101   0.004935000000   0.063060000000         KELT
2455232.722167999949  -0.094095000000   0.064130000000         KELT
2455232.732909999788  -0.029095000000   0.062200000000         KELT
2455232.743164000101   0.090365000000   0.062980000000         KELT
2455233.584960999899  -0.031375000000   0.039190000000         KELT
2455233.607909999788  -0.005185000000   0.051780000000         KELT
2455233.618652000092  -0.074235000000   0.054020000000         KELT
2455233.639647999778   0.011025000000   0.081610000000         KELT
2455233.674804999959   0.025035000000   0.053400000000         KELT
2455233.680176000111   0.081045000000   0.050900000000         KELT
2455233.696289000101  -0.040245000000   0.052570000000         KELT
2455233.706542999949  -0.008055000000   0.054520000000         KELT
2455233.717284999788   0.035865000000   0.055040000000         KELT
2455233.727539000101   0.242315000000   0.101560000000         KELT
2455233.737792999949   0.002695000000   0.051480000000         KELT
2455234.637207000051  -0.021645000000   0.055190000000         KELT
2455234.647460999899  -0.044235000000   0.056760000000         KELT
2455234.657715000212  -0.023845000000   0.055860000000         KELT
2455234.666015999857   0.034555000000   0.055060000000         KELT
2455234.671875000000  -0.049275000000   0.055160000000         KELT
2455234.677246000152  -0.012305000000   0.055580000000         KELT
2455234.683104999829  -0.017425000000   0.055850000000         KELT
2455234.693359000143  -0.042485000000   0.055050000000         KELT
2455234.703612999991  -0.065925000000   0.054870000000         KELT
2455234.714354999829  -0.062715000000   0.053960000000         KELT
2455234.724609000143  -0.115395000000   0.055890000000         KELT
2455236.600585999899   0.052575000000   0.055680000000         KELT
2455236.608887000009   0.071495000000   0.054870000000         KELT
2455236.619628999848  -0.075205000000   0.055840000000         KELT
2455236.630371000152  -0.016385000000   0.057110000000         KELT
2455236.640625000000  -0.022775000000   0.054550000000         KELT
2455236.651366999839   0.021965000000   0.055100000000         KELT
2455236.659667999949   0.010745000000   0.056000000000         KELT
2455236.665527000092  -0.013625000000   0.055480000000         KELT
2455236.671387000009  -0.039565000000   0.053130000000         KELT
2455236.677246000152   0.008015000000   0.055160000000         KELT
2455236.685546999797  -0.084235000000   0.054050000000         KELT
2455236.695801000111  -0.065395000000   0.055160000000         KELT
2455236.706542999949  -0.075465000000   0.054170000000         KELT
2455236.716796999797  -0.028445000000   0.054220000000         KELT
2455236.727539000101  -0.077425000000   0.052460000000         KELT
2455239.591308999807  -0.047555000000   0.061840000000         KELT
2455239.597167999949   0.064635000000   0.055590000000         KELT
2455239.605469000060  -0.014115000000   0.055050000000         KELT
2455239.615722999908   0.033865000000   0.054320000000         KELT
2455239.625977000222   0.010825000000   0.054710000000         KELT
2455239.636719000060  -0.037395000000   0.053280000000         KELT
2455239.646972999908  -0.027115000000   0.052080000000         KELT
2455239.655272999778   0.049735000000   0.051950000000         KELT
2455239.660645000171   0.059775000000   0.052220000000         KELT
2455239.666503999848   0.015945000000   0.054380000000         KELT
2455239.672362999991   0.060665000000   0.052520000000         KELT
2455239.682616999839  -0.073485000000   0.051510000000         KELT
2455239.692871000152  -0.043895000000   0.050760000000         KELT
2455239.703125000000  -0.141025000000   0.047890000000         KELT
2455240.589844000060   0.022225000000   0.061690000000         KELT
2455240.598145000171   0.061525000000   0.055240000000         KELT
2455240.605957000051  -0.091205000000   0.056250000000         KELT
2455240.616698999889  -0.028865000000   0.053100000000         KELT
2455240.626953000203   0.008775000000   0.052880000000         KELT
2455240.637207000051   0.057635000000   0.053010000000         KELT
2455240.645508000161   0.015715000000   0.052470000000         KELT
2455240.653808999807  -0.012115000000   0.052990000000         KELT
2455240.659179999959   0.023975000000   0.054730000000         KELT
2455240.665039000101   0.082835000000   0.052460000000         KELT
2455240.670409999788   0.045545000000   0.053470000000         KELT
2455240.681152000092  -0.054745000000   0.054330000000         KELT
2455240.691405999940   0.006025000000   0.052980000000         KELT
2455240.701659999788  -0.037415000000   0.054030000000         KELT
2455240.711914000101  -0.094525000000   0.055780000000         KELT
2455240.722655999940  -0.102645000000   0.054470000000         KELT
2455241.590332000051  -0.062515000000   0.062180000000         KELT
2455241.598633000161  -0.035475000000   0.058350000000         KELT
2455241.606933999807  -0.005765000000   0.056840000000         KELT
2455241.617188000120  -0.050535000000   0.055900000000         KELT
2455241.627441000193  -0.043705000000   0.054770000000         KELT
2455241.637695000041  -0.050135000000   0.055860000000         KELT
2455241.645996000152  -0.051835000000   0.055540000000         KELT
2455241.651854999829  -0.007215000000   0.055110000000         KELT
2455241.657227000222   0.026505000000   0.053790000000         KELT
2455241.663085999899  -0.074975000000   0.053930000000         KELT
2455241.671387000009  -0.067265000000   0.053360000000         KELT
2455241.681640999857  -0.079765000000   0.054460000000         KELT
2455241.691895000171  -0.089755000000   0.054420000000         KELT
2455241.702147999778  -0.125445000000   0.054310000000         KELT
2455241.712890999857  -0.104185000000   0.054290000000         KELT
2455242.590820000041  -0.042615000000   0.063470000000         KELT
2455242.599121000152   0.048625000000   0.055280000000         KELT
2455242.606933999807   0.009935000000   0.056300000000         KELT
2455242.617676000111   0.018145000000   0.054420000000         KELT
2455242.627929999959  -0.009545000000   0.054060000000         KELT
2455242.638183999807   0.053785000000   0.055410000000         KELT
2455242.646484000143  -0.009925000000   0.054780000000         KELT
2455242.651854999829  -0.007405000000   0.054470000000         KELT
2455242.657715000212   0.016295000000   0.054160000000         KELT
2455242.663573999889  -0.005385000000   0.052570000000         KELT
2455242.673828000203  -0.059355000000   0.054090000000         KELT
2455242.684082000051  -0.071045000000   0.053440000000         KELT
2455242.694335999899  -0.086975000000   0.053470000000         KELT
2455242.705078000203  -0.083615000000   0.054100000000         KELT
2455242.715332000051  -0.059595000000   0.054470000000         KELT
2455243.591308999807   0.015145000000   0.064680000000         KELT
2455243.599609000143  -0.011835000000   0.056360000000         KELT
2455243.607909999788   0.013065000000   0.054600000000         KELT
2455243.615722999908  -0.032495000000   0.053340000000         KELT
2455243.626465000212  -0.008135000000   0.054200000000         KELT
2455243.634277000092   0.006625000000   0.053860000000         KELT
2455243.642578000203   0.001705000000   0.053190000000         KELT
2455243.648438000120  -0.009175000000   0.051960000000         KELT
2455243.653808999807  -0.017595000000   0.052450000000         KELT
2455243.659667999949  -0.019225000000   0.050720000000         KELT
2455243.669921999797  -0.036955000000   0.051500000000         KELT
2455243.680664000101  -0.153685000000   0.051130000000         KELT
2455243.690917999949  -0.059285000000   0.051740000000         KELT
2455243.701171999797  -0.139735000000   0.050780000000         KELT
2455243.711426000111  -0.080165000000   0.052160000000         KELT
2455244.591796999797  -0.025685000000   0.066170000000         KELT
2455244.600097999908  -0.032395000000   0.058020000000         KELT
2455244.607909999788   0.009665000000   0.055960000000         KELT
2455244.616210999899   0.027465000000   0.053850000000         KELT
2455244.624512000009  -0.026515000000   0.055010000000         KELT
2455244.632811999880   0.022415000000   0.054470000000         KELT
2455244.640625000000  -0.049515000000   0.054580000000         KELT
2455244.646484000143   0.010325000000   0.053680000000         KELT
2455244.651854999829   0.035895000000   0.053750000000         KELT
2455244.657715000212   0.052015000000   0.052830000000         KELT
2455244.667969000060  -0.078135000000   0.053650000000         KELT
2455244.678710999899  -0.135975000000   0.052340000000         KELT
2455244.688965000212  -0.137235000000   0.052790000000         KELT
2455244.699219000060  -0.102285000000   0.052020000000         KELT
2455244.709472999908  -0.062255000000   0.052990000000         KELT
2455245.592284999788   0.029795000000   0.064580000000         KELT
2455245.600585999899   0.017665000000   0.058800000000         KELT
2455245.608887000009  -0.021745000000   0.054080000000         KELT
2455245.616698999889   0.010335000000   0.054450000000         KELT
2455245.625000000000   0.003185000000   0.054740000000         KELT
2455245.633301000111   0.052345000000   0.054390000000         KELT
2455245.638671999797   0.028265000000   0.054370000000         KELT
2455245.644530999940  -0.017145000000   0.053990000000         KELT
2455245.650390999857   0.033595000000   0.054620000000         KELT
2455245.655762000009  -0.019035000000   0.053600000000         KELT
2455245.666015999857  -0.017725000000   0.053750000000         KELT
2455245.676758000161  -0.151815000000   0.052620000000         KELT
2455245.687012000009  -0.113405000000   0.051380000000         KELT
2455245.697265999857  -0.097595000000   0.051390000000         KELT
2455245.707520000171  -0.126645000000   0.051260000000         KELT
2455253.637207000051  -0.065215000000   0.122570000000         KELT
2455253.639159999788   0.022345000000   0.118130000000         KELT
2455253.641602000222   0.051635000000   0.119040000000         KELT
2455253.643554999959   0.028805000000   0.118160000000         KELT
2455253.645508000161   0.005445000000   0.118460000000         KELT
2455253.647948999889   0.059415000000   0.118670000000         KELT
2455253.649902000092  -0.066425000000   0.119490000000         KELT
2455253.652344000060  -0.060765000000   0.119390000000         KELT
2455253.654296999797   0.072735000000   0.119040000000         KELT
2455253.656737999991   0.025055000000   0.118230000000         KELT
2455253.658691000193   0.045435000000   0.121230000000         KELT
2455253.660645000171  -0.157635000000   0.119520000000         KELT
2455253.663085999899   0.006815000000   0.119560000000         KELT
2455253.665039000101  -0.036505000000   0.118260000000         KELT
2455253.667479999829   0.017895000000   0.120990000000         KELT
2455253.669433999807   0.166495000000   0.117300000000         KELT
2455253.671875000000  -0.053995000000   0.119780000000         KELT
2455253.673828000203  -0.078785000000   0.120110000000         KELT
2455253.675780999940  -0.047795000000   0.120330000000         KELT
2455253.678222999908   0.005645000000   0.121850000000         KELT
