# BJD-2454833, Blended_Flux, Deblended_Flux, Error
2.998246777962805936e+03 9.998018079349884069e-01 9.996036158699768137e-01 1.129487174284200742e-04
2.998267209819954587e+03 9.997205227307073283e-01 9.994410454614146566e-01 1.129487174284200742e-04
2.998287641776638338e+03 1.000286719764994725e+00 1.000573439529989450e+00 1.129487174284200742e-04
2.998308073832849914e+03 1.000432181859967296e+00 1.000864363719934591e+00 1.129487174284200742e-04
2.998328505788602342e+03 1.000282502093819081e+00 1.000565004187638163e+00 1.129487174284200742e-04
2.998348937643881072e+03 1.000405213182384401e+00 1.000810426364768801e+00 1.129487174284200742e-04
2.998369369698702940e+03 1.000652880171827963e+00 1.001305760343655926e+00 1.129487174284200742e-04
2.998389801653524046e+03 1.000491634118199746e+00 1.000983268236399493e+00 1.129487174284200742e-04
2.998410233507413068e+03 1.000397868501071263e+00 1.000795737002142527e+00 1.129487174284200742e-04
2.998430665561296337e+03 1.000635633519913359e+00 1.001271267039826718e+00 1.129487174284200742e-04
2.998451097514254798e+03 1.000768269743297356e+00 1.001536539486594712e+00 1.129487174284200742e-04
2.998471529367205221e+03 1.000724750482189229e+00 1.001449500964378458e+00 1.129487174284200742e-04
2.998491961419233121e+03 1.000787836382073914e+00 1.001575672764147829e+00 1.129487174284200742e-04
2.998512393271259498e+03 1.001022969314639299e+00 1.002045938629278599e+00 1.129487174284200742e-04
2.998532825222820975e+03 1.001101703557198297e+00 1.002203407114396594e+00 1.129487174284200742e-04
2.998553257273910276e+03 1.001293141229163464e+00 1.002586282458327149e+00 1.129487174284200742e-04
2.998573689124539669e+03 1.001447757208007827e+00 1.002895514416015654e+00 1.129487174284200742e-04
2.998594121074231225e+03 1.001624612656431434e+00 1.003249225312862869e+00 1.129487174284200742e-04
2.998614553124396480e+03 1.001824424138592295e+00 1.003648848277184369e+00 1.129487174284200742e-04
2.998634984973628889e+03 1.001578463144716435e+00 1.003156926289432871e+00 1.129487174284200742e-04
2.998655416922396398e+03 1.001469977589199978e+00 1.002939955178399956e+00 1.129487174284200742e-04
2.998675848970691732e+03 1.001273497657931610e+00 1.002546995315863221e+00 1.129487174284200742e-04
2.998696280918527918e+03 1.001371365516827927e+00 1.002742731033655854e+00 1.129487174284200742e-04
2.998716712866356829e+03 1.001324062549592053e+00 1.002648125099183885e+00 1.129487174284200742e-04
2.998737144813261693e+03 1.001547322674472884e+00 1.003094645348945768e+00 1.129487174284200742e-04
2.998757576760166558e+03 1.001194991164098269e+00 1.002389982328196316e+00 1.129487174284200742e-04
2.998778008806133585e+03 1.002164332644987610e+00 1.004328665289974998e+00 1.129487174284200742e-04
2.998798440652106365e+03 1.001877905480186737e+00 1.003755810960373251e+00 1.129487174284200742e-04
2.998818872597614245e+03 1.001501893261631304e+00 1.003003786523262608e+00 1.129487174284200742e-04
2.998839304642184288e+03 1.001195139564646563e+00 1.002390279129293127e+00 1.129487174284200742e-04
2.998859736486760085e+03 1.000952751470215452e+00 1.001905502940430903e+00 1.129487174284200742e-04
2.998880168430870981e+03 1.001084304144966186e+00 1.002168608289932594e+00 1.129487174284200742e-04
2.998900600474509702e+03 1.001149981759698271e+00 1.002299963519396764e+00 1.129487174284200742e-04
2.998921032317688514e+03 1.001354363897256849e+00 1.002708727794513477e+00 1.129487174284200742e-04
2.998941464260402427e+03 1.001637550300021884e+00 1.003275100600043768e+00 1.129487174284200742e-04
2.998961896303109825e+03 1.002162845210312847e+00 1.004325690420625694e+00 1.129487174284200742e-04
2.998982328144891653e+03 1.001732892805287989e+00 1.003465785610576200e+00 1.129487174284200742e-04
2.999002760086208582e+03 1.001448018039237997e+00 1.002896036078476216e+00 1.129487174284200742e-04
2.999023192127518996e+03 1.001400564751230959e+00 1.002801129502462141e+00 1.129487174284200742e-04
2.999043623967903841e+03 1.001791534464107514e+00 1.003583068928215249e+00 1.129487174284200742e-04
2.999064055908289447e+03 1.002035855607845249e+00 1.004071711215690499e+00 1.129487174284200742e-04
2.999084487948202877e+03 1.001832953509850022e+00 1.003665907019699821e+00 1.129487174284200742e-04
2.999104919787190738e+03 1.001425161672417463e+00 1.002850323344834926e+00 1.129487174284200742e-04
2.999125351726179360e+03 1.001240218748396194e+00 1.002480437496792387e+00 1.129487174284200742e-04
2.999145783764695807e+03 1.001377280596459585e+00 1.002754561192918947e+00 1.129487174284200742e-04
2.999166215702753107e+03 1.001701517834776123e+00 1.003403035669552468e+00 1.129487174284200742e-04
2.999186647540343984e+03 1.001220641348508522e+00 1.002441282697016822e+00 1.129487174284200742e-04
2.999207079577929107e+03 1.001097594375476962e+00 1.002195188750954147e+00 1.129487174284200742e-04
2.999227511414588662e+03 1.000840268016073065e+00 1.001680536032145907e+00 1.129487174284200742e-04
2.999247943350783316e+03 1.000809222432396339e+00 1.001618444864792457e+00 1.129487174284200742e-04
2.999268375386971456e+03 1.000500274400466072e+00 1.001000548800931922e+00 1.129487174284200742e-04
2.999309239157497359e+03 9.999732132706744547e-01 9.999464265413489095e-01 1.129487174284200742e-04
2.999329671191822854e+03 9.996170441518296146e-01 9.992340883036592292e-01 1.129487174284200742e-04
2.999350103026154102e+03 9.995539214459594479e-01 9.991078428919188958e-01 1.129487174284200742e-04
2.999370534960020450e+03 9.994507981565725618e-01 9.989015963131451237e-01 1.129487174284200742e-04
2.999390966993414622e+03 9.993625315333464210e-01 9.987250630666928419e-01 1.129487174284200742e-04
2.999411398826348886e+03 9.994769669367619125e-01 9.989539338735238250e-01 1.129487174284200742e-04
2.999431830758818251e+03 9.996215267878391098e-01 9.992430535756782195e-01 1.129487174284200742e-04
2.999452262790815439e+03 9.995139589530610547e-01 9.990279179061221093e-01 1.129487174284200742e-04
2.999472694622352719e+03 9.995942702801872137e-01 9.991885405603744275e-01 1.129487174284200742e-04
2.999493126553890761e+03 9.997733975114562188e-01 9.995467950229124376e-01 1.129487174284200742e-04
2.999513558584490966e+03 9.994474279033109809e-01 9.988948558066219618e-01 1.129487174284200742e-04
2.999533990515097685e+03 9.993385266369840814e-01 9.986770532739681627e-01 1.129487174284200742e-04
2.999554422344772320e+03 9.991275519956150930e-01 9.982551039912301860e-01 1.129487174284200742e-04
2.999574854374441202e+03 9.989766384036309343e-01 9.979532768072618687e-01 1.129487174284200742e-04
2.999595286303650937e+03 9.989347352175419470e-01 9.978694704350838940e-01 1.129487174284200742e-04
2.999615718132394250e+03 9.996252422313989250e-01 9.992504844627978500e-01 1.129487174284200742e-04
2.999636150160666148e+03 9.997005923491728563e-01 9.994011846983457126e-01 1.129487174284200742e-04
2.999656582088478899e+03 1.000192736808137139e+00 1.000385473616274279e+00 1.129487174284200742e-04
2.999677013915825228e+03 1.000266426234078354e+00 1.000532852468156708e+00 1.129487174284200742e-04
2.999697445942700142e+03 1.000029186773123246e+00 1.000058373546246493e+00 1.129487174284200742e-04
2.999717877869581571e+03 1.000189055863940801e+00 1.000378111727881603e+00 1.129487174284200742e-04
2.999738309695530916e+03 1.000417222862857836e+00 1.000834445725715671e+00 1.129487174284200742e-04
2.999758741721474507e+03 1.000376486312847257e+00 1.000752972625694515e+00 1.129487174284200742e-04
2.999779173646493291e+03 1.000544509179148500e+00 1.001089018358297000e+00 1.129487174284200742e-04
2.999799605571512075e+03 1.000889837099039559e+00 1.001779674198079118e+00 1.129487174284200742e-04
2.999881333266916045e+03 1.000700366434013944e+00 1.001400732868027887e+00 1.129487174284200742e-04
2.999901765189606522e+03 1.000921093111989402e+00 1.001842186223978803e+00 1.129487174284200742e-04
2.999922197111831338e+03 1.001035618126224991e+00 1.002071236252449982e+00 1.129487174284200742e-04
2.999942629034048878e+03 1.000489963190849929e+00 1.000979926381699858e+00 1.129487174284200742e-04
2.999963060955342371e+03 1.000367285120202121e+00 1.000734570240404242e+00 1.129487174284200742e-04
2.999983492876635864e+03 1.000208067822901059e+00 1.000416135645802118e+00 1.129487174284200742e-04
3.000003924797456420e+03 9.999671532562945941e-01 9.999343065125891883e-01 1.129487174284200742e-04
3.000024356717352930e+03 9.998984748445696180e-01 9.997969496891392360e-01 1.129487174284200742e-04
3.000044788737242925e+03 9.998713896042512594e-01 9.997427792085025189e-01 1.129487174284200742e-04
3.000065220556673012e+03 9.998323638367605515e-01 9.996647276735211030e-01 1.129487174284200742e-04
3.000085652475638199e+03 9.997795225735226499e-01 9.995590451470452997e-01 1.129487174284200742e-04
3.000106084494596871e+03 9.996712020502269702e-01 9.993424041004539404e-01 1.129487174284200742e-04
3.000126516312629974e+03 9.997161386769273239e-01 9.994322773538546478e-01 1.129487174284200742e-04
3.000146948230198177e+03 9.998669872802690151e-01 9.997339745605380301e-01 1.129487174284200742e-04
3.000167380247759866e+03 9.993356332315332935e-01 9.986712664630665870e-01 1.129487174284200742e-04
3.000187812064395985e+03 9.989200632622934339e-01 9.978401265245868679e-01 1.129487174284200742e-04
3.000208243981032865e+03 9.991312599019097629e-01 9.982625198038195258e-01 1.129487174284200742e-04
3.000228675997197570e+03 9.989238115816894137e-01 9.978476231633788274e-01 1.129487174284200742e-04
3.000249107812902366e+03 9.986470184656155435e-01 9.972940369312310871e-01 1.129487174284200742e-04
3.000269539728142263e+03 9.985994475846211582e-01 9.971988951692423164e-01 1.129487174284200742e-04
3.000289971742909984e+03 9.988550994181943921e-01 9.977101988363887841e-01 1.129487174284200742e-04
3.000310403557217796e+03 9.991529673502681508e-01 9.983059347005363016e-01 1.129487174284200742e-04
3.000330835471526370e+03 9.986546093607227004e-01 9.973092187214454007e-01 1.129487174284200742e-04
3.000351267484897107e+03 9.981667132862583891e-01 9.963334265725167782e-01 1.129487174284200742e-04
3.000371699398274359e+03 9.979512900610598702e-01 9.959025801221197405e-01 1.129487174284200742e-04
3.000392131211185188e+03 9.978641848384524060e-01 9.957283696769048120e-01 1.129487174284200742e-04
3.000412563223158941e+03 9.972848431827607829e-01 9.945696863655215658e-01 1.129487174284200742e-04
3.000432995135139208e+03 9.968862875499600040e-01 9.937725750999200081e-01 1.129487174284200742e-04
3.000453426946653053e+03 9.967215712093961955e-01 9.934431424187923909e-01 1.129487174284200742e-04
3.000473858957695484e+03 9.966363435443441610e-01 9.932726870886883219e-01 1.129487174284200742e-04
3.000494290868744429e+03 9.967060786705366215e-01 9.934121573410732431e-01 1.129487174284200742e-04
3.000514722678861290e+03 9.969369696354994925e-01 9.938739392709989851e-01 1.129487174284200742e-04
3.000535154688972398e+03 9.968006604715318186e-01 9.936013209430636373e-01 1.129487174284200742e-04
3.000555586598158698e+03 9.969329551527650324e-01 9.938659103055300648e-01 1.129487174284200742e-04
3.000576018407344236e+03 9.970122517094590631e-01 9.940245034189181261e-01 1.129487174284200742e-04
3.000596450416058360e+03 9.968728044057630910e-01 9.937456088115261821e-01 1.129487174284200742e-04
3.000616882324313337e+03 9.970309723551518122e-01 9.940619447103036244e-01 1.129487174284200742e-04
3.000637314232102653e+03 9.969235366870778936e-01 9.938470733741557872e-01 1.129487174284200742e-04
3.000657746139419032e+03 9.970660277871663535e-01 9.941320555743327070e-01 1.129487174284200742e-04
3.000678178046277026e+03 9.972474552888916932e-01 9.944949105777833864e-01 1.129487174284200742e-04
3.000698609952669358e+03 9.975544582662804194e-01 9.951089165325608388e-01 1.129487174284200742e-04
3.000719041859054414e+03 9.975137632114023933e-01 9.950275264228047867e-01 1.129487174284200742e-04
3.000739473764981085e+03 9.976381485507601621e-01 9.952762971015203242e-01 1.129487174284200742e-04
3.000759905569975672e+03 9.977485156192551496e-01 9.954970312385102993e-01 1.129487174284200742e-04
3.000780337574964506e+03 9.980965214089358994e-01 9.961930428178717989e-01 1.129487174284200742e-04
3.000800769479494193e+03 9.981628543797012032e-01 9.963257087594024064e-01 1.129487174284200742e-04
3.000821201283557457e+03 9.980495759524078414e-01 9.960991519048156828e-01 1.129487174284200742e-04
3.000841633287149307e+03 9.986543263540643700e-01 9.973086527081287400e-01 1.129487174284200742e-04
3.000862065190747671e+03 9.986588689190092349e-01 9.973177378380184699e-01 1.129487174284200742e-04
3.000882496993413952e+03 9.993493189397696375e-01 9.986986378795392749e-01 1.129487174284200742e-04
3.000902928996074479e+03 9.995290459717550702e-01 9.990580919435101404e-01 1.129487174284200742e-04
3.000923360898275860e+03 9.993201920657384107e-01 9.986403841314768215e-01 1.129487174284200742e-04
3.000943792699545156e+03 9.994052294506957645e-01 9.988104589013915291e-01 1.129487174284200742e-04
3.000964224700808700e+03 9.992568304216118413e-01 9.985136608432236827e-01 1.129487174284200742e-04
3.000984656601613096e+03 9.999901830201095576e-01 9.999803660402191152e-01 1.129487174284200742e-04
3.001005088402416732e+03 9.998195593056646846e-01 9.996391186113293692e-01 1.129487174284200742e-04
3.001025520402283291e+03 1.000167870016575922e+00 1.000335740033152065e+00 1.129487174284200742e-04
3.001045952301690704e+03 1.000253402274086989e+00 1.000506804548173978e+00 1.129487174284200742e-04
3.001066384301098878e+03 9.999382385586516042e-01 9.998764771173032084e-01 1.129487174284200742e-04
3.001086816100032593e+03 9.995271558043413718e-01 9.990543116086827435e-01 1.129487174284200742e-04
3.001107247998043022e+03 9.994280673900868273e-01 9.988561347801736545e-01 1.129487174284200742e-04
3.001127679996054212e+03 9.992323474933998417e-01 9.984646949867996835e-01 1.129487174284200742e-04
3.001148111793590942e+03 9.988951033427312387e-01 9.977902066854624774e-01 1.129487174284200742e-04
3.001168543691135710e+03 9.988157067440592840e-01 9.976314134881185680e-01 1.129487174284200742e-04
3.001188975687749917e+03 9.989222083800374241e-01 9.978444167600748482e-01 1.129487174284200742e-04
3.001209407583890425e+03 9.986190108661517906e-01 9.972380217323035811e-01 1.129487174284200742e-04
3.001229839380037447e+03 9.986641736563832694e-01 9.973283473127665388e-01 1.129487174284200742e-04
3.001270703270929516e+03 9.986471847211298991e-01 9.972943694422597982e-01 1.129487174284200742e-04
3.001291135065679555e+03 9.987927595285079896e-01 9.975855190570159792e-01 1.129487174284200742e-04
3.001311567059965455e+03 9.987114668880514579e-01 9.974229337761029157e-01 1.129487174284200742e-04
3.001331998953777656e+03 9.987386155928428266e-01 9.974772311856856533e-01 1.129487174284200742e-04
3.001352430747130711e+03 9.988370810486690843e-01 9.976741620973381686e-01 1.129487174284200742e-04
3.001372862740485289e+03 9.987238897289001383e-01 9.974477794578002765e-01 1.129487174284200742e-04
3.001393294632900506e+03 9.986057279541208365e-01 9.972114559082416729e-01 1.129487174284200742e-04
3.001413726425322238e+03 9.983690761735817265e-01 9.967381523471634530e-01 1.129487174284200742e-04
3.001434158417279832e+03 9.981064219797005643e-01 9.962128439594011287e-01 1.129487174284200742e-04
3.001454590308763727e+03 9.979312527915965569e-01 9.958625055831931139e-01 1.129487174284200742e-04
3.001475022099788475e+03 9.978491996841172273e-01 9.956983993682344547e-01 1.129487174284200742e-04
3.001495454090814746e+03 9.979041480990742397e-01 9.958082961981484793e-01 1.129487174284200742e-04
3.001515885880900896e+03 9.985399849966304364e-01 9.970799699932608728e-01 1.129487174284200742e-04
3.001536317770995083e+03 9.979896744135710041e-01 9.959793488271420081e-01 1.129487174284200742e-04
3.001556749760158709e+03 9.975084175802880759e-01 9.950168351605761519e-01 1.129487174284200742e-04
3.001577181649314298e+03 9.962552414108437615e-01 9.925104828216875230e-01 1.129487174284200742e-04
3.001597613438010740e+03 9.938715471322456807e-01 9.877430942644913614e-01 1.129487174284200742e-04
3.001618045426243043e+03 9.916782298547709429e-01 9.833564597095418858e-01 1.129487174284200742e-04
3.001638477314467309e+03 9.928339884916956848e-01 9.856679769833913696e-01 1.129487174284200742e-04
3.001658909101766767e+03 9.912489269870645714e-01 9.824978539741291428e-01 1.129487174284200742e-04
3.001679341088834917e+03 9.883688009445690259e-01 9.767376018891380518e-01 1.129487174284200742e-04
3.001699772975662199e+03 9.839862203086334747e-01 9.679724406172669493e-01 1.129487174284200742e-04
3.001720204762030335e+03 9.798252601161243636e-01 9.596505202322487271e-01 1.129487174284200742e-04
3.001740636747934332e+03 9.742424746653725043e-01 9.484849493307450086e-01 1.129487174284200742e-04
3.001761068633364630e+03 9.650679286129408840e-01 9.301358572258817681e-01 1.129487174284200742e-04
3.001781500418335781e+03 9.551283417973803758e-01 9.102566835947607515e-01 1.129487174284200742e-04
3.001801932403075625e+03 9.402502610835939967e-01 8.805005221671879934e-01 1.129487174284200742e-04
3.001822364287341770e+03 9.215405080877326904e-01 8.430810161754653809e-01 1.129487174284200742e-04
3.001842796071381599e+03 9.026254465035059571e-01 8.052508930070119142e-01 1.129487174284200742e-04
3.001863228054724459e+03 8.789927758385990275e-01 7.579855516771980550e-01 1.129487174284200742e-04
3.001883659937826451e+03 8.496880174053479395e-01 6.993760348106958791e-01 1.129487174284200742e-04
3.001904091820702888e+03 8.208080634708382339e-01 6.416161269416764679e-01 1.129487174284200742e-04
3.001924523702880833e+03 7.984728145032941038e-01 5.969456290065882076e-01 1.129487174284200742e-04
3.001944955584818672e+03 7.803094221836293087e-01 5.606188443672586175e-01 1.129487174284200742e-04
3.001965387466298125e+03 7.653121229489492361e-01 5.306242458978984722e-01 1.129487174284200742e-04
3.001985819347544748e+03 6.976317309113910792e-01 3.952634618227821584e-01 1.129487174284200742e-04
3.002006251228085603e+03 7.179940267566673473e-01 4.359880535133346946e-01 1.129487174284200742e-04
3.002026683108400903e+03 6.971680985601467206e-01 3.943361971202934413e-01 1.129487174284200742e-04
3.002047115088484134e+03 7.010309074126250817e-01 4.020618148252501634e-01 1.129487174284200742e-04
3.002067546867860074e+03 7.227372044510366189e-01 4.454744089020732378e-01 1.129487174284200742e-04
3.002087978747011221e+03 7.551631638845218708e-01 5.103263277690437416e-01 1.129487174284200742e-04
3.002108410725923022e+03 8.087905216041832990e-01 6.175810432083665980e-01 1.129487174284200742e-04
3.002128842504142085e+03 8.675120357168647489e-01 7.350240714337294978e-01 1.129487174284200742e-04
3.002149274382129079e+03 9.173292999009057258e-01 8.346585998018114516e-01 1.129487174284200742e-04
3.002169706359651173e+03 9.562621975102503225e-01 9.125243950205006449e-01 1.129487174284200742e-04
3.002190138136931637e+03 9.704648810213992727e-01 9.409297620427985454e-01 1.129487174284200742e-04
3.002210570113522408e+03 9.742507786488227017e-01 9.485015572976454035e-01 1.129487174284200742e-04
3.002231001889871550e+03 9.771990414376963141e-01 9.543980828753926282e-01 1.129487174284200742e-04
3.002251433765995898e+03 9.797432634518001837e-01 9.594865269036003674e-01 1.129487174284200742e-04
3.002271865741422516e+03 9.842144095041636120e-01 9.684288190083272241e-01 1.129487174284200742e-04
3.002292297516614781e+03 9.884114489857399599e-01 9.768228979714799198e-01 1.129487174284200742e-04
3.002312729391567700e+03 9.898482074404991726e-01 9.796964148809983453e-01 1.129487174284200742e-04
3.002333161365830165e+03 9.915208799066907996e-01 9.830417598133815993e-01 1.129487174284200742e-04
3.002353593139851000e+03 9.914259591079301881e-01 9.828519182158603762e-01 1.129487174284200742e-04
3.002374025013647042e+03 9.911485844567600179e-01 9.822971689135200357e-01 1.129487174284200742e-04
3.002394456986745354e+03 9.914851669691399083e-01 9.829703339382798166e-01 1.129487174284200742e-04
3.002414888859602797e+03 9.916244417800993416e-01 9.832488835601986832e-01 1.129487174284200742e-04
3.002435320632001094e+03 9.919451197556060640e-01 9.838902395112121280e-01 1.129487174284200742e-04
3.002455752604168083e+03 9.921604041073884828e-01 9.843208082147769655e-01 1.129487174284200742e-04
3.002476184475861373e+03 9.928674056909577716e-01 9.857348113819155433e-01 1.129487174284200742e-04
3.002496616247095517e+03 9.931376563008331715e-01 9.862753126016663430e-01 1.129487174284200742e-04
3.002517048217865522e+03 9.934412405461761075e-01 9.868824810923522151e-01 1.129487174284200742e-04
3.002537480088394659e+03 9.936322992738425564e-01 9.872645985476851127e-01 1.129487174284200742e-04
3.002557911858464649e+03 9.927331906085999913e-01 9.854663812171999826e-01 1.129487174284200742e-04
3.002578343828303332e+03 9.918734639306633349e-01 9.837469278613266699e-01 1.129487174284200742e-04
3.002598775697435485e+03 9.919921800673906498e-01 9.839843601347812996e-01 1.129487174284200742e-04
3.002619207466574153e+03 9.912564983788436646e-01 9.825129967576873291e-01 1.129487174284200742e-04
3.002639639435015852e+03 9.905966939473080934e-01 9.811933878946161869e-01 1.129487174284200742e-04
3.002660071303216682e+03 9.902648830184864748e-01 9.805297660369729495e-01 1.129487174284200742e-04
3.002680503070958366e+03 9.901593342013601529e-01 9.803186684027203057e-01 1.129487174284200742e-04
3.002700935038235912e+03 9.913446919623563058e-01 9.826893839247126117e-01 1.129487174284200742e-04
3.002721366905272589e+03 9.910834349683865785e-01 9.821668699367731570e-01 1.129487174284200742e-04
3.002741798771850881e+03 9.910757334292404908e-01 9.821514668584809815e-01 1.129487174284200742e-04
3.002762230637963512e+03 9.915982837009853501e-01 9.831965674019707002e-01 1.129487174284200742e-04
3.002782662503836036e+03 9.916405352698273168e-01 9.832810705396546336e-01 1.129487174284200742e-04
3.002803094369250175e+03 9.919847162902281079e-01 9.839694325804562158e-01 1.129487174284200742e-04
3.002823526234431483e+03 9.925707533788019621e-01 9.851415067576039242e-01 1.129487174284200742e-04
3.002843958098907024e+03 9.927381207698011689e-01 9.854762415396023378e-01 1.129487174284200742e-04
3.002864389963389840e+03 9.932089614619984408e-01 9.864179229239968816e-01 1.129487174284200742e-04
3.002884821927174926e+03 9.932959248375189398e-01 9.865918496750378797e-01 1.129487174284200742e-04
3.002905253690718382e+03 9.937563928920497558e-01 9.875127857840995116e-01 1.129487174284200742e-04
3.002925685553804215e+03 9.947547215178095259e-01 9.895094430356190518e-01 1.129487174284200742e-04
3.002946117516425147e+03 9.945962851072991384e-01 9.891925702145982768e-01 1.129487174284200742e-04
3.002966549278804450e+03 9.945688513385456675e-01 9.891377026770913350e-01 1.129487174284200742e-04
3.002986981140726130e+03 9.944734133313847257e-01 9.889468266627694515e-01 1.129487174284200742e-04
3.003007413002414978e+03 9.953814941115590731e-01 9.907629882231181462e-01 1.129487174284200742e-04
3.003027844863630889e+03 9.951406613993515338e-01 9.902813227987030675e-01 1.129487174284200742e-04
3.003048276724388415e+03 9.947795219963557756e-01 9.895590439927115511e-01 1.129487174284200742e-04
3.003068708584680280e+03 9.946173108394315010e-01 9.892346216788630020e-01 1.129487174284200742e-04
3.003089140444732038e+03 9.950224906144683468e-01 9.900449812289366935e-01 1.129487174284200742e-04
3.003109572304558242e+03 9.947410914833753059e-01 9.894821829667506119e-01 1.129487174284200742e-04
3.003130004163685953e+03 9.946858826226723238e-01 9.893717652453446476e-01 1.129487174284200742e-04
3.003150436022573558e+03 9.948799162938222196e-01 9.897598325876444392e-01 1.129487174284200742e-04
3.003170867881002778e+03 9.948722338893627448e-01 9.897444677787254896e-01 1.129487174284200742e-04
3.003191299739199167e+03 9.953992468461067000e-01 9.907984936922134001e-01 1.129487174284200742e-04
3.003232163454187685e+03 9.953474592901260243e-01 9.906949185802520486e-01 1.129487174284200742e-04
3.003252595411220682e+03 9.954525586903484324e-01 9.909051173806968649e-01 1.129487174284200742e-04
3.003273027167779219e+03 9.957656254433294718e-01 9.915312508866589436e-01 1.129487174284200742e-04
3.003293459124113724e+03 9.959483390330278185e-01 9.918966780660556370e-01 1.129487174284200742e-04
3.003313890979748976e+03 9.963836251938852362e-01 9.927672503877704724e-01 1.129487174284200742e-04
3.003334322735376190e+03 9.965556658807906976e-01 9.931113317615813951e-01 1.129487174284200742e-04
3.003354754690313712e+03 9.969596051674579629e-01 9.939192103349159257e-01 1.129487174284200742e-04
3.003375186545017641e+03 9.969342656892242749e-01 9.938685313784485498e-01 1.129487174284200742e-04
3.003395618299247872e+03 9.971080061636258263e-01 9.942160123272516525e-01 1.129487174284200742e-04
3.003416050253254070e+03 9.972847418606018977e-01 9.945694837212037953e-01 1.129487174284200742e-04
3.003436482106793846e+03 9.976224516576293055e-01 9.952449033152586111e-01 1.129487174284200742e-04
3.003456913859859924e+03 9.976086459170996346e-01 9.952172918341992691e-01 1.129487174284200742e-04
3.003477345812701969e+03 9.977995525549893108e-01 9.955991051099786215e-01 1.129487174284200742e-04
3.003497777665077592e+03 9.978203219316411632e-01 9.956406438632823264e-01 1.129487174284200742e-04
3.003518209416979516e+03 9.982113650744853794e-01 9.964227301489707589e-01 1.129487174284200742e-04
3.003538641368657409e+03 9.992647205741472805e-01 9.985294411482945609e-01 1.129487174284200742e-04
3.003559073219868878e+03 9.979419594837862784e-01 9.958839189675725567e-01 1.129487174284200742e-04
3.003579505070840241e+03 9.978277753017481544e-01 9.956555506034963088e-01 1.129487174284200742e-04
3.003599936921353219e+03 9.979106512877917723e-01 9.958213025755835446e-01 1.129487174284200742e-04
3.003620368771400535e+03 9.980415892701455238e-01 9.960831785402910477e-01 1.129487174284200742e-04
3.003640800621207745e+03 9.979649851347157652e-01 9.959299702694315304e-01 1.129487174284200742e-04
3.003661232470556570e+03 9.979519613528035071e-01 9.959039227056070143e-01 1.129487174284200742e-04
3.003681664319672564e+03 9.982452960863146263e-01 9.964905921726292526e-01 1.129487174284200742e-04
3.003702096168082790e+03 9.982412227773231894e-01 9.964824455546463788e-01 1.129487174284200742e-04
3.003722528016500291e+03 9.984708156991884964e-01 9.969416313983769928e-01 1.129487174284200742e-04
3.003742959864219301e+03 9.983234768630646627e-01 9.966469537261293254e-01 1.129487174284200742e-04
3.003763391711698205e+03 9.986283238646274096e-01 9.972566477292548193e-01 1.129487174284200742e-04
3.003783823558951553e+03 9.987229593162637586e-01 9.974459186325275173e-01 1.129487174284200742e-04
3.003804255405506410e+03 9.990914090430422778e-01 9.981828180860845556e-01 1.129487174284200742e-04
3.003824687252053991e+03 9.992620250093187106e-01 9.985240500186374213e-01 1.129487174284200742e-04
3.003845119097910356e+03 9.995307225437897181e-01 9.990614450875794361e-01 1.129487174284200742e-04
3.003865550943533890e+03 9.996954593294626878e-01 9.993909186589253757e-01 1.129487174284200742e-04
3.003885982688683725e+03 1.000175501153363067e+00 1.000351002306726134e+00 1.129487174284200742e-04
3.003906414633609529e+03 1.000098535473918027e+00 1.000197070947836053e+00 1.129487174284200742e-04
3.003926846478068910e+03 1.000151544580750285e+00 1.000303089161500569e+00 1.129487174284200742e-04
3.003947278322288184e+03 1.000527826384240093e+00 1.001055652768480186e+00 1.129487174284200742e-04
3.003967710166049073e+03 1.000511345829214083e+00 1.001022691658428165e+00 1.129487174284200742e-04
3.003988142009344301e+03 1.000560144850450861e+00 1.001120289700901722e+00 1.129487174284200742e-04
3.004008573852166592e+03 1.000538094214272755e+00 1.001076188428545510e+00 1.129487174284200742e-04
3.004029005694996158e+03 1.000436805079319313e+00 1.000873610158638627e+00 1.129487174284200742e-04
3.004049437537127233e+03 1.000773160046997567e+00 1.001546320093995135e+00 1.129487174284200742e-04
3.004069869379018201e+03 1.000700664897097525e+00 1.001401329794195050e+00 1.129487174284200742e-04
3.004090301320451545e+03 1.000425628357435315e+00 1.000851256714870630e+00 1.129487174284200742e-04
3.004110733061650535e+03 1.000419854712655043e+00 1.000839709425310087e+00 1.129487174284200742e-04
3.004131164902377350e+03 1.000033998949287461e+00 1.000067997898574923e+00 1.129487174284200742e-04
3.004151596842646541e+03 1.000016444726245401e+00 1.000032889452490803e+00 1.129487174284200742e-04
3.004172028582681378e+03 9.998959017220103718e-01 9.997918034440207435e-01 1.129487174284200742e-04
3.004192460422244039e+03 9.995363085017059390e-01 9.990726170034118780e-01 1.129487174284200742e-04
3.004212892361581908e+03 9.994427911817291843e-01 9.988855823634583686e-01 1.129487174284200742e-04
3.004233324100452592e+03 9.995230863469009019e-01 9.990461726938018039e-01 1.129487174284200742e-04
3.004253755939083931e+03 9.993237901485310104e-01 9.986475802970620208e-01 1.129487174284200742e-04
3.004274187877024815e+03 9.989601617580374793e-01 9.979203235160749585e-01 1.129487174284200742e-04
3.004294619614956900e+03 9.986334192949335442e-01 9.972668385898670884e-01 1.129487174284200742e-04
