# BJD-2454833, Blended_Flux, Deblended_Flux, Error
3.026994221858578385e+03 9.991973743668642882e-01 9.983947487337285764e-01 1.129487174284200742e-04
3.027014653437603556e+03 9.988910466952525269e-01 9.977820933905050538e-01 1.129487174284200742e-04
3.027035084916635242e+03 9.990727298624377806e-01 9.981454597248755611e-01 1.129487174284200742e-04
3.027055516595435620e+03 9.991092014184466130e-01 9.982184028368932260e-01 1.129487174284200742e-04
3.027075948174227960e+03 9.987861725108253541e-01 9.975723450216507082e-01 1.129487174284200742e-04
3.027096379852911923e+03 9.985871750762715937e-01 9.971743501525431874e-01 1.129487174284200742e-04
3.027116811331477948e+03 9.986921227966847336e-01 9.973842455933694673e-01 1.129487174284200742e-04
3.027137242909921042e+03 9.985547345735437119e-01 9.971094691470874238e-01 1.129487174284200742e-04
3.027157674588372174e+03 9.986978066932752363e-01 9.973956133865504725e-01 1.129487174284200742e-04
3.027178106066705368e+03 9.988022519593606763e-01 9.976045039187213526e-01 1.129487174284200742e-04
3.027198537644915632e+03 9.989332583206838034e-01 9.978665166413676069e-01 1.129487174284200742e-04
3.027218969323017518e+03 9.989139817871930394e-01 9.978279635743860787e-01 1.129487174284200742e-04
3.027239400801117881e+03 9.991024068500478084e-01 9.982048137000956167e-01 1.129487174284200742e-04
3.027259832379095315e+03 9.989140723814335932e-01 9.978281447628671863e-01 1.129487174284200742e-04
3.027280264056964370e+03 9.994521933764759503e-01 9.989043867529519005e-01 1.129487174284200742e-04
3.027300695534715487e+03 9.987690286282089325e-01 9.975380572564178649e-01 1.129487174284200742e-04
3.027321127112460090e+03 9.988224644951203546e-01 9.976449289902407092e-01 1.129487174284200742e-04
3.027341558789979899e+03 9.994560702783932271e-01 9.989121405567864542e-01 1.129487174284200742e-04
3.027361990267614601e+03 9.990065496860933703e-01 9.980130993721867405e-01 1.129487174284200742e-04
3.027382421845009958e+03 9.988976855416558109e-01 9.977953710833116219e-01 1.129487174284200742e-04
3.027402853522296937e+03 9.986469500220748197e-01 9.972939000441496393e-01 1.129487174284200742e-04
3.027423285099583154e+03 9.985904792748966363e-01 9.971809585497932726e-01 1.129487174284200742e-04
3.027443716576744919e+03 9.986492764462492344e-01 9.972985528924984688e-01 1.129487174284200742e-04
3.027464148253915482e+03 9.984239916721767694e-01 9.968479833443535387e-01 1.129487174284200742e-04
3.027484579830852454e+03 9.981453619950962919e-01 9.962907239901925838e-01 1.129487174284200742e-04
3.027505011407782149e+03 9.981787545873694878e-01 9.963575091747389756e-01 1.129487174284200742e-04
3.027525442984602705e+03 9.981360592268324616e-01 9.962721184536649233e-01 1.129487174284200742e-04
3.027545874561306846e+03 9.979445960637115531e-01 9.958891921274231063e-01 1.129487174284200742e-04
3.027566306138003711e+03 9.978147556352549019e-01 9.956295112705098038e-01 1.129487174284200742e-04
3.027586737714591436e+03 9.979759555563512130e-01 9.959519111127024260e-01 1.129487174284200742e-04
3.027607169191061985e+03 9.983655851381926238e-01 9.967311702763852477e-01 1.129487174284200742e-04
3.027627600867526780e+03 9.984908306791020483e-01 9.969816613582040965e-01 1.129487174284200742e-04
3.027648032443765260e+03 9.985373037556483089e-01 9.970746075112966178e-01 1.129487174284200742e-04
3.027668463920119393e+03 9.988823395078795242e-01 9.977646790157590484e-01 1.129487174284200742e-04
3.027688895596234943e+03 9.991653030870139007e-01 9.983306061740278015e-01 1.129487174284200742e-04
3.027709327172240592e+03 9.991412728851133407e-01 9.982825457702266814e-01 1.129487174284200742e-04
3.027729758648245479e+03 9.995056934821965333e-01 9.990113869643930666e-01 1.129487174284200742e-04
3.027750190324128198e+03 9.997003636652799230e-01 9.994007273305598460e-01 1.129487174284200742e-04
3.027770621900017431e+03 1.000646099094961050e+00 1.001292198189922100e+00 1.129487174284200742e-04
3.027791053475790250e+03 1.000531278116299827e+00 1.001062556232599876e+00 1.129487174284200742e-04
3.027811485051439377e+03 1.000454495696435853e+00 1.000908991392871927e+00 1.129487174284200742e-04
3.027831916626979364e+03 1.000362404371793357e+00 1.000724808743586935e+00 1.129487174284200742e-04
3.027852348202519352e+03 1.000281540948689596e+00 1.000563081897379192e+00 1.129487174284200742e-04
3.027872779777935648e+03 1.000518142372309072e+00 1.001036284744617921e+00 1.129487174284200742e-04
3.027893211353242805e+03 1.000823708687440972e+00 1.001647417374881943e+00 1.129487174284200742e-04
3.027913643028543447e+03 1.001736033090024458e+00 1.003472066180048916e+00 1.129487174284200742e-04
3.027934074603617773e+03 1.001971980456401123e+00 1.003943960912802247e+00 1.129487174284200742e-04
3.027954506078807754e+03 1.002420405886936816e+00 1.004840811773873410e+00 1.129487174284200742e-04
3.027974937753766426e+03 1.002467350947394920e+00 1.004934701894789617e+00 1.129487174284200742e-04
3.027995369328717061e+03 1.002647068647657624e+00 1.005294137295315249e+00 1.129487174284200742e-04
3.028015800803557795e+03 1.002878883146854916e+00 1.005757766293709832e+00 1.129487174284200742e-04
3.028036232478392776e+03 1.003064354213683895e+00 1.006128708427368013e+00 1.129487174284200742e-04
3.028056664053001441e+03 1.003221977845806911e+00 1.006443955691613823e+00 1.129487174284200742e-04
3.028077095527725760e+03 1.002940521675072860e+00 1.005881043350145720e+00 1.129487174284200742e-04
3.028097527202218771e+03 1.003058588952969288e+00 1.006117177905938798e+00 1.129487174284200742e-04
3.028117958776703745e+03 1.003025086039098346e+00 1.006050172078196692e+00 1.129487174284200742e-04
3.028138390251078818e+03 1.002972045845365479e+00 1.005944091690730735e+00 1.129487174284200742e-04
3.028158821925331722e+03 1.003303082065924556e+00 1.006606164131849113e+00 1.129487174284200742e-04
3.028179253499591141e+03 1.002968199324498988e+00 1.005936398648997976e+00 1.129487174284200742e-04
3.028199684973733383e+03 1.003037444859004257e+00 1.006074889718008292e+00 1.129487174284200742e-04
3.028220116647877148e+03 1.003033613155796200e+00 1.006067226311592400e+00 1.129487174284200742e-04
3.028240548121779284e+03 1.002805742649052867e+00 1.005611485298105734e+00 1.129487174284200742e-04
3.028260979795806634e+03 1.002831891872891346e+00 1.005663783745782691e+00 1.129487174284200742e-04
3.028281411369593116e+03 1.002749580128943441e+00 1.005499160257886881e+00 1.129487174284200742e-04
3.028301842943386873e+03 1.002612049764322499e+00 1.005224099528644777e+00 1.129487174284200742e-04
3.028322274517064216e+03 1.002453208191296685e+00 1.004906416382593148e+00 1.129487174284200742e-04
3.028342706090741558e+03 1.002298099097569617e+00 1.004596198195139234e+00 1.129487174284200742e-04
3.028363137664295209e+03 1.002075570239349123e+00 1.004151140478698467e+00 1.129487174284200742e-04
3.028383569237739721e+03 1.001988370320964217e+00 1.003976740641928433e+00 1.129487174284200742e-04
3.028404000811060541e+03 1.001815129598132570e+00 1.003630259196265140e+00 1.129487174284200742e-04
3.028424432384388638e+03 1.001319466328998598e+00 1.002638932657996973e+00 1.129487174284200742e-04
3.028444864057717496e+03 1.001005301014428639e+00 1.002010602028857500e+00 1.129487174284200742e-04
3.028465295530804724e+03 1.000609622097797136e+00 1.001219244195594271e+00 1.129487174284200742e-04
3.028485727104016405e+03 1.000474733929044735e+00 1.000949467858089248e+00 1.129487174284200742e-04
3.028506158776996017e+03 1.000431828518505650e+00 1.000863657037011301e+00 1.129487174284200742e-04
3.028526590249966830e+03 1.000335610417853349e+00 1.000671220835706476e+00 1.129487174284200742e-04
3.028547021822829265e+03 1.000151569910116445e+00 1.000303139820232889e+00 1.129487174284200742e-04
3.028567453495692462e+03 1.000081598160664553e+00 1.000163196321329107e+00 1.129487174284200742e-04
3.028587884968430444e+03 1.000713834364421961e+00 1.001427668728843923e+00 1.129487174284200742e-04
3.028608316541060049e+03 1.000781655791221247e+00 1.001563311582442495e+00 1.129487174284200742e-04
3.028628748213690415e+03 9.999496689275071404e-01 9.998993378550142808e-01 1.129487174284200742e-04
3.028649179686195566e+03 9.993756534046993600e-01 9.987513068093987201e-01 1.129487174284200742e-04
3.028669611258592340e+03 9.989615637743938237e-01 9.979231275487876474e-01 1.129487174284200742e-04
3.028690042930989875e+03 9.988431663152812501e-01 9.976863326305625002e-01 1.129487174284200742e-04
3.028730906075543317e+03 9.985187782531652623e-01 9.970375565063305245e-01 1.129487174284200742e-04
3.028751337647707260e+03 9.984483006649920167e-01 9.968966013299840334e-01 1.129487174284200742e-04
3.028771769219863927e+03 9.981624982414818437e-01 9.963249964829636873e-01 1.129487174284200742e-04
3.028792200791795040e+03 9.984636295104725168e-01 9.969272590209450335e-01 1.129487174284200742e-04
3.028812632363842567e+03 9.983864936339110763e-01 9.967729872678221525e-01 1.129487174284200742e-04
3.028833063935649989e+03 9.983085881705240361e-01 9.966171763410480722e-01 1.129487174284200742e-04
3.028853495507581101e+03 9.986546872883377279e-01 9.973093745766754559e-01 1.129487174284200742e-04
3.028873927079279383e+03 9.983555495762790333e-01 9.967110991525580665e-01 1.129487174284200742e-04
3.028894358650970389e+03 9.984386134917970779e-01 9.968772269835941557e-01 1.129487174284200742e-04
3.028914790322553017e+03 9.988228347275474039e-01 9.976456694550948079e-01 1.129487174284200742e-04
3.028935221794134122e+03 9.985977156311991454e-01 9.971954312623982908e-01 1.129487174284200742e-04
3.028955653365592298e+03 9.985768941418757816e-01 9.971537882837515632e-01 1.129487174284200742e-04
3.028976084937057749e+03 9.987372708673740718e-01 9.974745417347481435e-01 1.129487174284200742e-04
3.028996516508406785e+03 9.987877031708634057e-01 9.975754063417268114e-01 1.129487174284200742e-04
3.029016947979631368e+03 9.992229615027126144e-01 9.984459230054252288e-01 1.129487174284200742e-04
3.029037379650864750e+03 1.000100298506181540e+00 1.000200597012363080e+00 1.129487174284200742e-04
3.029057811221980955e+03 1.000428816221839989e+00 1.000857632443679979e+00 1.129487174284200742e-04
3.029078242893090646e+03 1.000809376139434326e+00 1.001618752278868651e+00 1.129487174284200742e-04
3.029098674364089675e+03 9.999999270180945921e-01 9.999998540361891841e-01 1.129487174284200742e-04
3.029119105935089465e+03 9.993469935649159641e-01 9.986939871298319282e-01 1.129487174284200742e-04
3.029139537605966325e+03 9.995173668913439613e-01 9.990347337826879226e-01 1.129487174284200742e-04
3.029159969076848938e+03 9.995422996054175169e-01 9.990845992108350337e-01 1.129487174284200742e-04
3.029180400647499482e+03 9.991487947150856641e-01 9.982975894301713282e-01 1.129487174284200742e-04
3.029200832318259927e+03 9.990760001246565825e-01 9.981520002493131649e-01 1.129487174284200742e-04
3.029221263788909710e+03 1.000725059549020468e+00 1.001450119098040936e+00 1.129487174284200742e-04
3.029241695359443838e+03 1.001102837706061566e+00 1.002205675412123131e+00 1.129487174284200742e-04
3.029262127029855037e+03 1.000818571069108431e+00 1.001637142138216863e+00 1.129487174284200742e-04
3.029282558600389166e+03 1.000523820547947862e+00 1.001047641095895724e+00 1.129487174284200742e-04
3.029302990070689702e+03 1.000308453271295139e+00 1.000616906542590279e+00 1.129487174284200742e-04
3.029323421741100901e+03 9.999672885882202600e-01 9.999345771764405200e-01 1.129487174284200742e-04
3.029343853311285784e+03 9.998568599860939710e-01 9.997137199721879419e-01 1.129487174284200742e-04
3.029364284781469905e+03 1.000056163857250935e+00 1.000112327714501870e+00 1.129487174284200742e-04
3.029384716451648274e+03 9.999402005431354823e-01 9.998804010862709646e-01 1.129487174284200742e-04
3.029405148021600326e+03 9.994509723088484954e-01 9.989019446176969907e-01 1.129487174284200742e-04
3.029425579491668032e+03 9.993347118060436074e-01 9.986694236120872148e-01 1.129487174284200742e-04
3.029446011161613569e+03 9.994454769085776569e-01 9.988909538171553137e-01 1.129487174284200742e-04
3.029466442731449206e+03 9.994397147216638189e-01 9.988794294433276377e-01 1.129487174284200742e-04
3.029486874401278328e+03 9.993529453896796699e-01 9.987058907793593399e-01 1.129487174284200742e-04
3.029507305870996788e+03 9.993397359781868161e-01 9.986794719563736322e-01 1.129487174284200742e-04
3.029527737440716010e+03 9.993140248235030665e-01 9.986280496470061330e-01 1.129487174284200742e-04
3.029548169110312301e+03 9.992983306683529410e-01 9.985966613367058820e-01 1.129487174284200742e-04
3.029568600579914346e+03 9.999034479096811090e-01 9.998068958193622180e-01 1.129487174284200742e-04
3.029589032149517152e+03 9.995304621904965714e-01 9.990609243809931428e-01 1.129487174284200742e-04
3.029609463818880613e+03 9.992601954524624741e-01 9.985203909049249482e-01 1.129487174284200742e-04
3.029629895288249827e+03 9.987527148308280589e-01 9.975054296616561178e-01 1.129487174284200742e-04
3.029650326857619802e+03 9.994970884105407460e-01 9.989941768210814921e-01 1.129487174284200742e-04
3.029670758526866848e+03 9.989346645371856015e-01 9.978693290743712030e-01 1.129487174284200742e-04
3.029691189996119647e+03 9.985193955451532322e-01 9.970387910903064643e-01 1.129487174284200742e-04
3.029711621565256792e+03 9.984950549683939691e-01 9.969901099367879382e-01 1.129487174284200742e-04
3.029732053134386661e+03 9.984153794527763637e-01 9.968307589055527274e-01 1.129487174284200742e-04
3.029752484703640221e+03 9.983009571339939159e-01 9.966019142679878318e-01 1.129487174284200742e-04
3.029772916272660950e+03 9.982030110747768248e-01 9.964060221495536496e-01 1.129487174284200742e-04
3.029793347841565264e+03 9.981428500512202762e-01 9.962857001024405523e-01 1.129487174284200742e-04
3.029813779410462303e+03 9.982988283628647652e-01 9.965976567257295304e-01 1.129487174284200742e-04
3.029834211079250963e+03 9.984930598326386963e-01 9.969861196652773927e-01 1.129487174284200742e-04
3.029854642648031586e+03 9.986086466990790056e-01 9.972172933981580112e-01 1.129487174284200742e-04
3.029875074116702308e+03 9.988057618731054355e-01 9.976115237462108709e-01 1.129487174284200742e-04
3.029895505785374553e+03 9.988936897002245185e-01 9.977873794004490371e-01 1.129487174284200742e-04
3.029915937354038761e+03 9.989053035872604847e-01 9.978106071745209693e-01 1.129487174284200742e-04
3.029936368822593067e+03 9.990368324154732527e-01 9.980736648309465053e-01 1.129487174284200742e-04
3.029956800491032482e+03 9.990553316413300911e-01 9.981106632826601821e-01 1.129487174284200742e-04
3.029977232059463859e+03 9.991296938085936219e-01 9.982593876171872438e-01 1.129487174284200742e-04
3.029997663527785335e+03 9.992074488128149801e-01 9.984148976256299601e-01 1.129487174284200742e-04
3.030018095196108334e+03 9.991057691174789479e-01 9.982115382349578958e-01 1.129487174284200742e-04
3.030038526764423295e+03 9.995425658350429732e-01 9.990851316700859464e-01 1.129487174284200742e-04
3.030058958232628356e+03 9.995554009788357730e-01 9.991108019576715460e-01 1.129487174284200742e-04
3.030079389900718525e+03 9.998749168802197884e-01 9.997498337604395768e-01 1.129487174284200742e-04
3.030099821468917071e+03 1.000541877632529886e+00 1.001083755265059994e+00 1.129487174284200742e-04
3.030120253036890063e+03 1.001118056573776283e+00 1.002236113147552565e+00 1.129487174284200742e-04
3.030140684604863054e+03 1.001061335485364578e+00 1.002122670970729157e+00 1.129487174284200742e-04
3.030161116172828770e+03 1.000973585191283544e+00 1.001947170382567087e+00 1.129487174284200742e-04
3.030181547740801761e+03 1.000987757050908034e+00 1.001975514101816289e+00 1.129487174284200742e-04
3.030201979308658338e+03 1.000666387298965621e+00 1.001332774597931019e+00 1.129487174284200742e-04
3.030222410876391223e+03 1.000536165469841698e+00 1.001072330939683619e+00 1.129487174284200742e-04
3.030242842544132145e+03 1.000817054385687577e+00 1.001634108771374931e+00 1.129487174284200742e-04
3.030263274111755891e+03 1.000972580957912639e+00 1.001945161915825278e+00 1.129487174284200742e-04
3.030283705579488014e+03 1.000897378321085274e+00 1.001794756642170325e+00 1.129487174284200742e-04
3.030304137246996106e+03 1.001137167829227126e+00 1.002274335658454252e+00 1.129487174284200742e-04
3.030324568814619852e+03 1.001279291762705359e+00 1.002558583525410496e+00 1.129487174284200742e-04
3.030345000282002729e+03 1.001531307685531669e+00 1.003062615371063337e+00 1.129487174284200742e-04
3.030365431949510821e+03 1.001669226881436892e+00 1.003338453762873783e+00 1.129487174284200742e-04
3.030385863516901736e+03 1.001695451767596445e+00 1.003390903535192669e+00 1.129487174284200742e-04
3.030406294984168198e+03 1.001734042575161743e+00 1.003468085150323486e+00 1.129487174284200742e-04
3.030426726651443460e+03 1.001861658419849199e+00 1.003723316839698620e+00 1.129487174284200742e-04
3.030447158218717959e+03 1.001787356862932521e+00 1.003574713725865042e+00 1.129487174284200742e-04
3.030467589685868006e+03 1.002421520607595706e+00 1.004843041215191413e+00 1.129487174284200742e-04
3.030488021353026852e+03 1.002679078116070377e+00 1.005358156232140754e+00 1.129487174284200742e-04
3.030508452820184175e+03 1.003101300620521608e+00 1.006202601241043215e+00 1.129487174284200742e-04
3.030528884387218568e+03 1.003241846736282472e+00 1.006483693472565166e+00 1.129487174284200742e-04
3.030549316054144583e+03 1.003146044106406398e+00 1.006292088212812796e+00 1.129487174284200742e-04
3.030569747521185491e+03 1.003191536212129975e+00 1.006383072424259950e+00 1.129487174284200742e-04
3.030590179187987815e+03 1.002978547984078705e+00 1.005957095968157189e+00 1.129487174284200742e-04
3.030610610754913068e+03 1.003118807686187441e+00 1.006237615372375105e+00 1.129487174284200742e-04
3.030631042221721145e+03 1.002748104342341628e+00 1.005496208684683257e+00 1.129487174284200742e-04
3.030651473888407054e+03 1.002792128528620097e+00 1.005584257057240416e+00 1.129487174284200742e-04
3.030692337021791900e+03 1.002365991893534591e+00 1.004731983787068961e+00 1.129487174284200742e-04
3.030712768588477047e+03 1.002494376509787566e+00 1.004988753019575132e+00 1.129487174284200742e-04
3.030733200155053055e+03 1.001891642527557913e+00 1.003783285055115826e+00 1.129487174284200742e-04
3.030753631721512647e+03 1.001812198626339745e+00 1.003624397252679490e+00 1.129487174284200742e-04
3.030774063288081379e+03 1.002514615244724627e+00 1.005029230489449255e+00 1.129487174284200742e-04
3.030794494854540972e+03 1.001645907467522578e+00 1.003291814935045156e+00 1.129487174284200742e-04
3.030814926420876873e+03 1.001460667694796802e+00 1.002921335389593605e+00 1.129487174284200742e-04
3.030835358087220811e+03 1.001221836371292584e+00 1.002443672742585168e+00 1.129487174284200742e-04
3.030855789553563227e+03 1.001534978415902444e+00 1.003069956831804888e+00 1.129487174284200742e-04
3.030876221119789989e+03 1.001516134150246540e+00 1.003032268300493079e+00 1.129487174284200742e-04
3.030896652786010236e+03 1.000839996341500893e+00 1.001679992683001785e+00 1.129487174284200742e-04
3.030917084252236236e+03 1.000785656209756569e+00 1.001571312419513138e+00 1.129487174284200742e-04
3.030937515918340068e+03 1.000640943570032526e+00 1.001281887140065052e+00 1.129487174284200742e-04
3.030957947484450415e+03 1.000157671133515169e+00 1.000315342267030339e+00 1.129487174284200742e-04
3.030978378950560000e+03 1.000026748823689804e+00 1.000053497647379608e+00 1.129487174284200742e-04
3.030998810616547416e+03 9.998777298746650555e-01 9.997554597493301110e-01 1.129487174284200742e-04
3.031019242182424932e+03 9.994249554463576768e-01 9.988499108927153536e-01 1.129487174284200742e-04
3.031039673648418102e+03 9.996384050319631065e-01 9.992768100639262130e-01 1.129487174284200742e-04
3.031060105314289103e+03 1.000248119059329754e+00 1.000496238118659509e+00 1.129487174284200742e-04
3.031080536880050204e+03 9.993210697356718075e-01 9.986421394713436150e-01 1.129487174284200742e-04
3.031100968445927720e+03 9.986612407529729118e-01 9.973224815059458237e-01 1.129487174284200742e-04
3.031121400011681544e+03 9.986050968081310319e-01 9.972101936162620639e-01 1.129487174284200742e-04
3.031141831477441883e+03 9.984597111236876987e-01 9.969194222473753975e-01 1.129487174284200742e-04
3.031162263143087330e+03 9.982535020105076651e-01 9.965070040210153302e-01 1.129487174284200742e-04
3.031182694708724739e+03 9.983998590321243594e-01 9.967997180642487187e-01 1.129487174284200742e-04
3.031203126274369424e+03 9.980939142593852065e-01 9.961878285187704130e-01 1.129487174284200742e-04
3.031223557739896933e+03 9.979577655411149273e-01 9.959155310822298546e-01 1.129487174284200742e-04
3.031243989405418688e+03 9.984945042022081996e-01 9.969890084044163991e-01 1.129487174284200742e-04
3.031264420970946958e+03 9.985057047228034222e-01 9.970114094456068443e-01 1.129487174284200742e-04
3.031284852536358812e+03 9.986698526627417749e-01 9.973397053254835498e-01 1.129487174284200742e-04
3.031305284101763391e+03 9.990263562732701885e-01 9.980527125465403770e-01 1.129487174284200742e-04
3.031325715667058830e+03 9.989757615688983350e-01 9.979515231377966700e-01 1.129487174284200742e-04
3.031346147332471446e+03 9.992104545358493350e-01 9.984209090716986701e-01 1.129487174284200742e-04
3.031366578797758848e+03 9.987563568186295093e-01 9.975127136372590186e-01 1.129487174284200742e-04
3.031387010362937872e+03 9.990113892915775118e-01 9.980227785831550236e-01 1.129487174284200742e-04
3.031407442028234072e+03 9.987131700225897468e-01 9.974263400451794936e-01 1.129487174284200742e-04
3.031427873493405059e+03 9.986657316871134782e-01 9.973314633742269564e-01 1.129487174284200742e-04
3.031448305058584083e+03 9.985024908539279487e-01 9.970049817078558974e-01 1.129487174284200742e-04
3.031468736723647453e+03 9.984685169328788579e-01 9.969370338657577157e-01 1.129487174284200742e-04
3.031489168188702024e+03 9.987192149842698541e-01 9.974384299685397082e-01 1.129487174284200742e-04
3.031509599753764633e+03 9.984857453612361322e-01 9.969714907224722644e-01 1.129487174284200742e-04
3.031530031418711587e+03 9.988815433201836402e-01 9.977630866403672805e-01 1.129487174284200742e-04
3.031550462883766158e+03 9.987313988048431845e-01 9.974627976096863691e-01 1.129487174284200742e-04
3.031570894448712352e+03 9.986864048273729200e-01 9.973728096547458399e-01 1.129487174284200742e-04
3.031591326113542891e+03 9.983738298018454138e-01 9.967476596036908276e-01 1.129487174284200742e-04
3.031611757578364632e+03 9.981126363755969955e-01 9.962252727511939909e-01 1.129487174284200742e-04
3.031632189243195171e+03 9.981859678278048875e-01 9.963719356556097750e-01 1.129487174284200742e-04
3.031652620808024949e+03 9.980824690350180717e-01 9.961649380700361434e-01 1.129487174284200742e-04
3.031673052372847451e+03 9.982897846249472185e-01 9.965795692498944369e-01 1.129487174284200742e-04
3.031693483937560814e+03 9.981511603473245398e-01 9.963023206946490795e-01 1.129487174284200742e-04
3.031713915502274176e+03 9.979643435950269481e-01 9.959286871900538962e-01 1.129487174284200742e-04
3.031734347066863847e+03 9.979564400164007143e-01 9.959128800328014286e-01 1.129487174284200742e-04
3.031754778731461556e+03 9.985396937485500057e-01 9.970793874971000115e-01 1.129487174284200742e-04
3.031775210196057742e+03 9.985805561901686112e-01 9.971611123803372223e-01 1.129487174284200742e-04
3.031795641760647413e+03 9.984471021362015808e-01 9.968942042724031616e-01 1.129487174284200742e-04
3.031816073425245122e+03 9.987078136271607676e-01 9.974156272543215351e-01 1.129487174284200742e-04
3.031836504889724893e+03 9.984350511456734356e-01 9.968701022913468712e-01 1.129487174284200742e-04
3.031856936354197387e+03 9.985220630400899466e-01 9.970441260801798933e-01 1.129487174284200742e-04
3.031877368018562265e+03 9.982105136810712764e-01 9.964210273621425529e-01 1.129487174284200742e-04
3.031897799583042797e+03 9.977401430110464098e-01 9.954802860220928196e-01 1.129487174284200742e-04
3.031918231047398876e+03 9.977895979235447133e-01 9.955791958470894265e-01 1.129487174284200742e-04
3.031938662711763754e+03 9.979276704739556969e-01 9.958553409479113938e-01 1.129487174284200742e-04
3.031959094276011456e+03 9.983966113445718049e-01 9.967932226891436098e-01 1.129487174284200742e-04
3.031979525940252643e+03 9.980222981771830204e-01 9.960445963543660408e-01 1.129487174284200742e-04
3.031999957404615998e+03 9.976042123811094120e-01 9.952084247622188240e-01 1.129487174284200742e-04
3.032020388968747284e+03 9.977653252146208018e-01 9.955306504292416037e-01 1.129487174284200742e-04
3.032040820632988471e+03 9.976294863782539935e-01 9.952589727565079869e-01 1.129487174284200742e-04
3.032061252097118995e+03 9.973491106261548333e-01 9.946982212523096667e-01 1.129487174284200742e-04
3.032081683661250281e+03 9.974149879696302401e-01 9.948299759392604802e-01 1.129487174284200742e-04
3.032102115325375053e+03 9.972903813320737054e-01 9.945807626641474108e-01 1.129487174284200742e-04
3.032122546789505577e+03 9.972725024796033066e-01 9.945450049592066133e-01 1.129487174284200742e-04
3.032142978353520448e+03 9.974380974782059983e-01 9.948761949564119966e-01 1.129487174284200742e-04
3.032163410017528804e+03 9.980423648828135041e-01 9.960847297656270083e-01 1.129487174284200742e-04
3.032183841581543675e+03 9.980455566903614351e-01 9.960911133807228701e-01 1.129487174284200742e-04
3.032204273045557784e+03 9.978381738250523547e-01 9.956763476501047094e-01 1.129487174284200742e-04
3.032224704709449725e+03 9.980028258743668390e-01 9.960056517487336780e-01 1.129487174284200742e-04
3.032245136273348180e+03 9.987318001274141377e-01 9.974636002548282754e-01 1.129487174284200742e-04
3.032265567737245874e+03 1.000782610876466583e+00 1.001565221752933166e+00 1.129487174284200742e-04
3.032285999401137815e+03 9.989239361872941370e-01 9.978478723745882739e-01 1.129487174284200742e-04
3.032306430964919855e+03 9.985661285813036692e-01 9.971322571626073383e-01 1.129487174284200742e-04
3.032326862628811796e+03 9.991674470578951750e-01 9.983348941157903500e-01 1.129487174284200742e-04
3.032347294092593074e+03 9.989614382880047661e-01 9.979228765760095321e-01 1.129487174284200742e-04
3.032367725656375114e+03 9.989900324047503721e-01 9.979800648095007443e-01 1.129487174284200742e-04
3.032388157320034225e+03 9.990795594599403140e-01 9.981591189198806280e-01 1.129487174284200742e-04
3.032408588783815503e+03 9.992079090188692447e-01 9.984158180377384895e-01 1.129487174284200742e-04
3.032429020347481128e+03 9.989588867571496111e-01 9.979177735142992223e-01 1.129487174284200742e-04
3.032449452011140238e+03 9.992387665580501066e-01 9.984775331161002132e-01 1.129487174284200742e-04
3.032469883474805101e+03 9.993367725306565585e-01 9.986735450613131171e-01 1.129487174284200742e-04
3.032490315038354311e+03 9.994994766064447811e-01 9.989989532128895622e-01 1.129487174284200742e-04
3.032510746602012659e+03 9.996606216735193229e-01 9.993212433470386458e-01 1.129487174284200742e-04
3.032531178165561869e+03 9.998010217078105999e-01 9.996020434156211998e-01 1.129487174284200742e-04
3.032551609729111078e+03 9.998392884050781859e-01 9.996785768101563718e-01 1.129487174284200742e-04
3.032572041292660288e+03 9.999521625988672113e-01 9.999043251977344227e-01 1.129487174284200742e-04
3.032592472856085806e+03 1.000888241004049828e+00 1.001776482008099878e+00 1.129487174284200742e-04
3.032612904519635777e+03 1.001147102205657724e+00 1.002294204411315670e+00 1.129487174284200742e-04
3.032653767546493327e+03 1.001290899984492722e+00 1.002581799968985443e+00 1.129487174284200742e-04
3.032674199209926883e+03 1.001256997332239163e+00 1.002513994664478325e+00 1.129487174284200742e-04
3.032694630773235986e+03 1.001266417192844704e+00 1.002532834385689409e+00 1.129487174284200742e-04
3.032715062236668018e+03 1.001585766368581210e+00 1.003171532737162419e+00 1.129487174284200742e-04
3.032735493899985158e+03 1.001619854597132875e+00 1.003239709194265972e+00 1.129487174284200742e-04
3.032755925463294261e+03 1.001900667007044277e+00 1.003801334014088553e+00 1.129487174284200742e-04
3.032776356926668086e+03 1.002086162409560277e+00 1.004172324819120332e+00 1.129487174284200742e-04
3.032796788589927019e+03 1.002518716845329561e+00 1.005037433690658899e+00 1.129487174284200742e-04
3.032817220153236121e+03 1.002506714676366428e+00 1.005013429352732635e+00 1.129487174284200742e-04
3.032837651616493531e+03 1.003011891107425724e+00 1.006023782214851447e+00 1.129487174284200742e-04
3.032858083279694256e+03 1.003442317518323801e+00 1.006884635036647824e+00 1.129487174284200742e-04
3.032878514842945151e+03 1.003401710977035011e+00 1.006803421954070021e+00 1.129487174284200742e-04
3.032898946306144353e+03 1.003435298967364275e+00 1.006870597934728773e+00 1.129487174284200742e-04
3.032919377969286870e+03 1.003423214763424109e+00 1.006846429526847997e+00 1.129487174284200742e-04
3.032939809532479558e+03 1.004065953720911564e+00 1.008131907441823127e+00 1.129487174284200742e-04
3.032960241195622075e+03 1.004406528762563200e+00 1.008813057525126400e+00 1.129487174284200742e-04
3.032980672658704862e+03 1.004231284821822889e+00 1.008462569643645557e+00 1.129487174284200742e-04
