# BJD-2454833, Flux, Error
3.003599936921353219e+03 9.900785145622210681e-01 1.129487174284200742e-04
3.003620368771400535e+03 9.907908118139585607e-01 1.129487174284200742e-04
3.003640800621207745e+03 9.913491158740211917e-01 1.129487174284200742e-04
3.003661232470556570e+03 9.920230429629496305e-01 1.129487174284200742e-04
3.003681664319672564e+03 9.930534203219051337e-01 1.129487174284200742e-04
3.003702096168082790e+03 9.938340922625040763e-01 1.129487174284200742e-04
3.003722528016500291e+03 9.948933166241205051e-01 1.129487174284200742e-04
3.003742959864219301e+03 9.956172666416907013e-01 1.129487174284200742e-04
3.003763391711698205e+03 9.968314380326881441e-01 1.129487174284200742e-04
3.003783823558951553e+03 9.978694413801859620e-01 1.129487174284200742e-04
3.003804255405506410e+03 9.992109669824602580e-01 1.129487174284200742e-04
3.003824687252053991e+03 1.000379717889758657e+00 1.129487174284200742e-04
3.003845119097910356e+03 1.001666680105297358e+00 1.129487174284200742e-04
3.003865550943533890e+03 1.002864637525295199e+00 1.129487174284200742e-04
3.003885982688683725e+03 1.004387470677175154e+00 1.129487174284200742e-04
3.003906414633609529e+03 1.005357336121389444e+00 1.129487174284200742e-04
3.003926846478068910e+03 1.006455530149394484e+00 1.129487174284200742e-04
3.003947278322288184e+03 1.007869603749077303e+00 1.129487174284200742e-04
3.003967710166049073e+03 1.008877732079047407e+00 1.129487174284200742e-04
3.003988142009344301e+03 1.009932173604360495e+00 1.129487174284200742e-04
3.004008573852166592e+03 1.010891065863382732e+00 1.129487174284200742e-04
3.004029005694996158e+03 1.011740380478175494e+00 1.129487174284200742e-04
3.004049437537127233e+03 1.012991496639432443e+00 1.129487174284200742e-04
3.004069869379018201e+03 1.013792594157211679e+00 1.129487174284200742e-04
3.004090301320451545e+03 1.014344876599885703e+00 1.129487174284200742e-04
3.004110733061650535e+03 1.015115281807170478e+00 1.129487174284200742e-04
3.004131164902377350e+03 1.015449911415926110e+00 1.129487174284200742e-04
3.004151596842646541e+03 1.016092905145204561e+00 1.129487174284200742e-04
3.004172028582681378e+03 1.016569071945186087e+00 1.129487174284200742e-04
3.004192460422244039e+03 1.016738846128755647e+00 1.129487174284200742e-04
3.004212892361581908e+03 1.017104240402225246e+00 1.129487174284200742e-04
3.004233324100452592e+03 1.017570293370177348e+00 1.129487174284200742e-04
3.004253755939083931e+03 1.017681352195997757e+00 1.129487174284200742e-04
3.004274187877024815e+03 1.017550868511773121e+00 1.129487174284200742e-04
3.004294619614956900e+03 1.017378708424683253e+00 1.129487174284200742e-04
3.004315051552199293e+03 1.017115755067892202e+00 1.129487174284200742e-04
3.004335483389440924e+03 1.017179152691721544e+00 1.129487174284200742e-04
3.004355915125983302e+03 1.016947353252959818e+00 1.129487174284200742e-04
3.004376347062287095e+03 1.016452480133451797e+00 1.129487174284200742e-04
3.004396778898131743e+03 1.015874143442443867e+00 1.129487174284200742e-04
3.004417210733736283e+03 1.015489521643518467e+00 1.129487174284200742e-04
3.004437642568882438e+03 1.015119782832790030e+00 1.129487174284200742e-04
3.004458074403795763e+03 1.014369642602943378e+00 1.129487174284200742e-04
3.004478506138242665e+03 1.013880871025764074e+00 1.129487174284200742e-04
3.004498938072450983e+03 1.013354400378735365e+00 1.129487174284200742e-04
3.004519369905967324e+03 1.012586430239348578e+00 1.129487174284200742e-04
3.004539801739476388e+03 1.011908422894665538e+00 1.129487174284200742e-04
3.004560233572294237e+03 1.011205915764368024e+00 1.129487174284200742e-04
3.004580665405112086e+03 1.010228302204944750e+00 1.129487174284200742e-04
3.004601097137230681e+03 1.009366946339524729e+00 1.129487174284200742e-04
3.004621529069110693e+03 1.008225408821280311e+00 1.129487174284200742e-04
3.004641960900531558e+03 1.007562691623753670e+00 1.129487174284200742e-04
3.004662392631711555e+03 1.006430253065839331e+00 1.129487174284200742e-04
3.004682824562667520e+03 1.005474968518987877e+00 1.129487174284200742e-04
3.004703256392924231e+03 1.004354491132385840e+00 1.129487174284200742e-04
3.004723688122947351e+03 1.003637331318185000e+00 1.129487174284200742e-04
3.004744120052731887e+03 1.002239777230961471e+00 1.129487174284200742e-04
3.004764551882057276e+03 1.000998790526313797e+00 1.129487174284200742e-04
3.004784983710909728e+03 9.998408902780888674e-01 1.129487174284200742e-04
3.004805415539536625e+03 9.987517007174449013e-01 1.129487174284200742e-04
3.004825847367930692e+03 9.976900241777344469e-01 1.129487174284200742e-04
3.004846279195618990e+03 9.969485634298377308e-01 1.129487174284200742e-04
3.004866711023314565e+03 9.958545371222826681e-01 1.129487174284200742e-04
3.004887142850311648e+03 9.967871835454948926e-01 1.129487174284200742e-04
3.004907574677068624e+03 9.966448987634581869e-01 1.129487174284200742e-04
3.004928006603600807e+03 9.966981147411031472e-01 1.129487174284200742e-04
3.004948438329665805e+03 9.939129016623856616e-01 1.129487174284200742e-04
3.004968870155258628e+03 9.922181794296885959e-01 1.129487174284200742e-04
3.004989302080626658e+03 9.912050963711284135e-01 1.129487174284200742e-04
3.005009733805527503e+03 9.903827308328142509e-01 1.129487174284200742e-04
3.005030165630189003e+03 9.913633493825180221e-01 1.129487174284200742e-04
3.005050597554392880e+03 9.913963714604635546e-01 1.129487174284200742e-04
3.005071029278362403e+03 9.892441901850005381e-01 1.129487174284200742e-04
3.005091461101859750e+03 9.886324986385403024e-01 1.129487174284200742e-04
3.005111893024899473e+03 9.874373654290866664e-01 1.129487174284200742e-04
3.005132324747704843e+03 9.860678635885170573e-01 1.129487174284200742e-04
3.005152756570270867e+03 9.848235560148768108e-01 1.129487174284200742e-04
3.005193620214020484e+03 9.823107880582131468e-01 1.129487174284200742e-04
3.005214052035422355e+03 9.815672314136845156e-01 1.129487174284200742e-04
3.005234483956366603e+03 9.810898735640298796e-01 1.129487174284200742e-04
3.005254915776844427e+03 9.804754041191087177e-01 1.129487174284200742e-04
3.005275347497314215e+03 9.803027276692456438e-01 1.129487174284200742e-04
3.005295779417094309e+03 9.798938866091350119e-01 1.129487174284200742e-04
3.005316211136640050e+03 9.797214271582183054e-01 1.129487174284200742e-04
3.005336643055947206e+03 9.796034758965038725e-01 1.129487174284200742e-04
3.005357074874795217e+03 9.793242090787288578e-01 1.129487174284200742e-04
3.005377506593176804e+03 9.789254564995683028e-01 1.129487174284200742e-04
3.005397938511319808e+03 9.789586558497700430e-01 1.129487174284200742e-04
3.005418370329236495e+03 9.790393247355919648e-01 1.129487174284200742e-04
3.005438802046453930e+03 9.793232112230084718e-01 1.129487174284200742e-04
3.005459233963665611e+03 9.796740673426487245e-01 1.129487174284200742e-04
3.005479665780185314e+03 9.798946721155984418e-01 1.129487174284200742e-04
3.005500097496704257e+03 9.802640509506409527e-01 1.129487174284200742e-04
3.005520529412518954e+03 9.806424355676712779e-01 1.129487174284200742e-04
3.005540961228340166e+03 9.808224737676124461e-01 1.129487174284200742e-04
3.005561392943462124e+03 9.811495335240373317e-01 1.129487174284200742e-04
3.005581824858345499e+03 9.817684895725683480e-01 1.129487174284200742e-04
3.005602256673002557e+03 9.821654040967794375e-01 1.129487174284200742e-04
3.005622688487193955e+03 9.830798388138787258e-01 1.129487174284200742e-04
3.005643120301145245e+03 9.839333016588867054e-01 1.129487174284200742e-04
3.005663552114638151e+03 9.847460363902210689e-01 1.129487174284200742e-04
3.005683983927665395e+03 9.855695571987507231e-01 1.129487174284200742e-04
3.005704415740452532e+03 9.869259663610553401e-01 1.129487174284200742e-04
3.005724847553014115e+03 9.872195755802881667e-01 1.129487174284200742e-04
3.005745279365110036e+03 9.877094397517774960e-01 1.129487174284200742e-04
3.005765711276733782e+03 9.883987540432761509e-01 1.129487174284200742e-04
3.005786142988130450e+03 9.890451460488819402e-01 1.129487174284200742e-04
3.005806574799295049e+03 9.897170484655087863e-01 1.129487174284200742e-04
3.005827006709987472e+03 9.903804097533968065e-01 1.129487174284200742e-04
3.005847438420219987e+03 9.911191371433262232e-01 1.129487174284200742e-04
3.005867870230220433e+03 9.918502465735953288e-01 1.129487174284200742e-04
3.005888302139748703e+03 9.929148569111730938e-01 1.129487174284200742e-04
3.005908733849049895e+03 9.938919154250985821e-01 1.129487174284200742e-04
3.005929165657886188e+03 9.952496904120757826e-01 1.129487174284200742e-04
3.005949597566483135e+03 9.970138596251192364e-01 1.129487174284200742e-04
3.005970029274853005e+03 9.978016617487640572e-01 1.129487174284200742e-04
3.005990461082525144e+03 9.991557554285598330e-01 1.129487174284200742e-04
3.006010892890190007e+03 9.999246437296317458e-01 1.129487174284200742e-04
3.006031324697396485e+03 1.001055494723805062e+00 1.129487174284200742e-04
3.006051756504137302e+03 1.002435527985470864e+00 1.129487174284200742e-04
3.006072188310638012e+03 1.003329658419262360e+00 1.129487174284200742e-04
3.006092620116680337e+03 1.004286432439263743e+00 1.129487174284200742e-04
3.006113051922489831e+03 1.005461301727230250e+00 1.129487174284200742e-04
3.006133483827827149e+03 1.006163144423515288e+00 1.129487174284200742e-04
3.006153915532937390e+03 1.007512465875349594e+00 1.129487174284200742e-04
3.006174347337582731e+03 1.008520812685224977e+00 1.129487174284200742e-04
3.006194779241988726e+03 1.009654929655259270e+00 1.129487174284200742e-04
3.006215210946167645e+03 1.010607827605485509e+00 1.129487174284200742e-04
3.006235642749881663e+03 1.011374265943027817e+00 1.129487174284200742e-04
3.006256074653123505e+03 1.012015562739621899e+00 1.129487174284200742e-04
3.006276506356138270e+03 1.012933535391681517e+00 1.129487174284200742e-04
3.006296938258688897e+03 1.013679718697024779e+00 1.129487174284200742e-04
3.006317370060998655e+03 1.015137030677923935e+00 1.129487174284200742e-04
3.006337801762849267e+03 1.015950746581397501e+00 1.129487174284200742e-04
3.006358233664461295e+03 1.016777862482105110e+00 1.129487174284200742e-04
3.006378665465847007e+03 1.017549666998253555e+00 1.129487174284200742e-04
3.006399097166766296e+03 1.018372684031687792e+00 1.129487174284200742e-04
3.006419529067214171e+03 1.019006805769084645e+00 1.129487174284200742e-04
3.006439960867435730e+03 1.019734529963400416e+00 1.129487174284200742e-04
3.006460392667424458e+03 1.020263702164946773e+00 1.129487174284200742e-04
3.006480824466940248e+03 1.020816776589039687e+00 1.129487174284200742e-04
3.006501256265997654e+03 1.021290233400299785e+00 1.129487174284200742e-04
3.006521688064822229e+03 1.022218466255972569e+00 1.129487174284200742e-04
3.006542119863406697e+03 1.022657186520580241e+00 1.129487174284200742e-04
3.006562551661532780e+03 1.022628799689150547e+00 1.129487174284200742e-04
3.006582983459193201e+03 1.022679835496369094e+00 1.129487174284200742e-04
3.006603415356847108e+03 1.022738994205350194e+00 1.129487174284200742e-04
3.006623847053808277e+03 1.022700540943867642e+00 1.129487174284200742e-04
3.006644278850770206e+03 1.022674930565559581e+00 1.129487174284200742e-04
3.006664710747027129e+03 1.023133241099688284e+00 1.129487174284200742e-04
3.006685142443289806e+03 1.022692480723359498e+00 1.129487174284200742e-04
3.006705574238854751e+03 1.023040661042944777e+00 1.129487174284200742e-04
3.006726006034412421e+03 1.022006665336783193e+00 1.129487174284200742e-04
3.006746437829278875e+03 1.021184911199239043e+00 1.129487174284200742e-04
3.006766869624145329e+03 1.020582306915130522e+00 1.129487174284200742e-04
3.006787301418538846e+03 1.019504705406411915e+00 1.129487174284200742e-04
3.006807733212473977e+03 1.018820246252901240e+00 1.129487174284200742e-04
3.006828165006176278e+03 1.018212235610900240e+00 1.129487174284200742e-04
3.006848596799638472e+03 1.017446872263908952e+00 1.129487174284200742e-04
3.006869028592642280e+03 1.016628498807611747e+00 1.129487174284200742e-04
3.006889460385180428e+03 1.015802059012091085e+00 1.129487174284200742e-04
3.006909892177711299e+03 1.015128649631805047e+00 1.129487174284200742e-04
3.006930323969550955e+03 1.014214388025856062e+00 1.129487174284200742e-04
3.006950755761390610e+03 1.013466742036503110e+00 1.129487174284200742e-04
3.006971187652525259e+03 1.013014588208380751e+00 1.129487174284200742e-04
3.006991619343665661e+03 1.011676210181084778e+00 1.129487174284200742e-04
3.007012051134341164e+03 1.010048863408870234e+00 1.129487174284200742e-04
3.007032483024544490e+03 1.008884012344558601e+00 1.129487174284200742e-04
3.007052914714520739e+03 1.007844489781965835e+00 1.129487174284200742e-04
3.007073346504264919e+03 1.006667606759376499e+00 1.129487174284200742e-04
3.007093778393536923e+03 1.005397137822656273e+00 1.129487174284200742e-04
3.007114210082349018e+03 1.004158096072436779e+00 1.129487174284200742e-04
3.007155073759269726e+03 1.001517240194728986e+00 1.129487174284200742e-04
3.007175505447150499e+03 1.000143749332898624e+00 1.129487174284200742e-04
3.007195937334799964e+03 9.987417314115586420e-01 1.129487174284200742e-04
3.007216369122208562e+03 9.972342176960024007e-01 1.129487174284200742e-04
3.007236800809158012e+03 9.958913440524703731e-01 1.129487174284200742e-04
3.007257232695643324e+03 9.947775117765521591e-01 1.129487174284200742e-04
3.007277664481887768e+03 9.932289116981529720e-01 1.129487174284200742e-04
3.007298096267906658e+03 9.920821766765420824e-01 1.129487174284200742e-04
3.007318528053459886e+03 9.907273341696878344e-01 1.129487174284200742e-04
3.007338959838773008e+03 9.891858838692102474e-01 1.129487174284200742e-04
3.007359391623627744e+03 9.879253279779216523e-01 1.129487174284200742e-04
3.007379823408249649e+03 9.867298605113116183e-01 1.129487174284200742e-04
3.007400255192398618e+03 9.850408938201463682e-01 1.129487174284200742e-04
3.007420686976322031e+03 9.833780658857456114e-01 1.129487174284200742e-04
3.007441118860006100e+03 9.823001500272890985e-01 1.129487174284200742e-04
3.007461550543230260e+03 9.812277911288282972e-01 1.129487174284200742e-04
3.007481982326222351e+03 9.801971149092443270e-01 1.129487174284200742e-04
3.007502414108748781e+03 9.792294352930258627e-01 1.129487174284200742e-04
3.007522845891035104e+03 9.784630612572531305e-01 1.129487174284200742e-04
3.007543277672863042e+03 9.771822910711259746e-01 1.129487174284200742e-04
3.007563709454458149e+03 9.764399097069939026e-01 1.129487174284200742e-04
3.007584141235813149e+03 9.757017671612234766e-01 1.129487174284200742e-04
3.007604572916709003e+03 9.754996129328883381e-01 1.129487174284200742e-04
3.007625004797373549e+03 9.745448383850583429e-01 1.129487174284200742e-04
3.007645436577564396e+03 9.739710698170255254e-01 1.129487174284200742e-04
3.007665868357529689e+03 9.735050842242651825e-01 1.129487174284200742e-04
3.007686300137262151e+03 9.727683176698609380e-01 1.129487174284200742e-04
3.007706731916521676e+03 9.727451523926521348e-01 1.129487174284200742e-04
3.007727163695322815e+03 9.726076230670056555e-01 1.129487174284200742e-04
3.007747595474123955e+03 9.726180544647642368e-01 1.129487174284200742e-04
3.007768027252219326e+03 9.727022618419789435e-01 1.129487174284200742e-04
3.007788459030321974e+03 9.726930389608848815e-01 1.129487174284200742e-04
3.007808890907952446e+03 9.726607754548342033e-01 1.129487174284200742e-04
3.007829322585123009e+03 9.730748039886435441e-01 1.129487174284200742e-04
3.007849754362294334e+03 9.733831559530610189e-01 1.129487174284200742e-04
3.007870186238767928e+03 9.738973549414970954e-01 1.129487174284200742e-04
3.007890617915232724e+03 9.744371115245029635e-01 1.129487174284200742e-04
3.007911049691239896e+03 9.754914803481404828e-01 1.129487174284200742e-04
3.007931481566774892e+03 9.764579117475179482e-01 1.129487174284200742e-04
3.007951913242082810e+03 9.776088823509262449e-01 1.129487174284200742e-04
3.007972345017158659e+03 9.786498828078745715e-01 1.129487174284200742e-04
3.007992776891769608e+03 9.798688486085034288e-01 1.129487174284200742e-04
3.008013208566138928e+03 9.812287683438359887e-01 1.129487174284200742e-04
3.008033640340283455e+03 9.825591271457488896e-01 1.129487174284200742e-04
3.008054072213955806e+03 9.839969768764663671e-01 1.129487174284200742e-04
3.008074503887401079e+03 9.853457061414450102e-01 1.129487174284200742e-04
3.008094935760382214e+03 9.873701371526226733e-01 1.129487174284200742e-04
3.008115367533129756e+03 9.893724448470805344e-01 1.129487174284200742e-04
3.008135799305404362e+03 9.943521746612346002e-01 1.129487174284200742e-04
3.008156231077453413e+03 9.931485224873463080e-01 1.129487174284200742e-04
3.008176662849262357e+03 9.933276582480897732e-01 1.129487174284200742e-04
3.008197094620612916e+03 9.946596303352113200e-01 1.129487174284200742e-04
3.008217526391730644e+03 9.961444944110248167e-01 1.129487174284200742e-04
3.008237958162615541e+03 9.973368507208635325e-01 1.129487174284200742e-04
3.008258389933027502e+03 9.987286261392699371e-01 1.129487174284200742e-04
3.008278821703213907e+03 1.000155827250551521e+00 1.129487174284200742e-04
3.008299253472927376e+03 1.001473430090765948e+00 1.129487174284200742e-04
3.008319685242415289e+03 1.002868077162985205e+00 1.129487174284200742e-04
3.008340117011670372e+03 1.004135529228621371e+00 1.129487174284200742e-04
3.008360548780459794e+03 1.005254159733598662e+00 1.129487174284200742e-04
3.008380980449008348e+03 1.006062220629784676e+00 1.129487174284200742e-04
3.008401412317100039e+03 1.007571289798331104e+00 1.129487174284200742e-04
3.008421844084950862e+03 1.009593406674176519e+00 1.129487174284200742e-04
3.008442275752575370e+03 1.010271381245201106e+00 1.129487174284200742e-04
3.008462707619735738e+03 1.010966927324942422e+00 1.129487174284200742e-04
3.008483139386662515e+03 1.011915343386598387e+00 1.129487174284200742e-04
3.008503571153349185e+03 1.012428119490658585e+00 1.129487174284200742e-04
3.008524002919577470e+03 1.013569827553148395e+00 1.129487174284200742e-04
3.008544434685565648e+03 1.014335702914095583e+00 1.129487174284200742e-04
3.008564866451095440e+03 1.015349146118288637e+00 1.129487174284200742e-04
3.008585298216392403e+03 1.016127317989989676e+00 1.129487174284200742e-04
3.008605729981449258e+03 1.017325113985635410e+00 1.129487174284200742e-04
3.008626161746047728e+03 1.018265012144362380e+00 1.129487174284200742e-04
3.008646593610414129e+03 1.018801250223042354e+00 1.129487174284200742e-04
3.008667025274538901e+03 1.019191436290843855e+00 1.129487174284200742e-04
3.008687457038206048e+03 1.020013118642729699e+00 1.129487174284200742e-04
3.008707888901641127e+03 1.019974289386860411e+00 1.129487174284200742e-04
3.008728320564834576e+03 1.020443858076597099e+00 1.129487174284200742e-04
3.008748752327570401e+03 1.020989045192852496e+00 1.129487174284200742e-04
3.008769184189841326e+03 1.021250723363928081e+00 1.129487174284200742e-04
3.008789615852103452e+03 1.021665918265180384e+00 1.129487174284200742e-04
3.008810047613907955e+03 1.022009887539994111e+00 1.129487174284200742e-04
3.008830479475247557e+03 1.022365876010331354e+00 1.129487174284200742e-04
3.008850911136578361e+03 1.022701803456608660e+00 1.129487174284200742e-04
3.008871342897451541e+03 1.022906647815628567e+00 1.129487174284200742e-04
3.008891774757859821e+03 1.023132358504283523e+00 1.129487174284200742e-04
3.008912206418026472e+03 1.023527403710593475e+00 1.129487174284200742e-04
3.008932638177968329e+03 1.023818186963528332e+00 1.129487174284200742e-04
3.008953070037678117e+03 1.023976851126724208e+00 1.129487174284200742e-04
3.008973501796914206e+03 1.023725235936473243e+00 1.129487174284200742e-04
3.008993933555924741e+03 1.023111914007499346e+00 1.129487174284200742e-04
3.009014365314469615e+03 1.022945161920204793e+00 1.129487174284200742e-04
3.009034797072774381e+03 1.022571844192880164e+00 1.129487174284200742e-04
3.009055228830853594e+03 1.022299742049571414e+00 1.129487174284200742e-04
3.009075660588699975e+03 1.021982922383096515e+00 1.129487174284200742e-04
3.009116524102988478e+03 1.021240247116831590e+00 1.129487174284200742e-04
3.009136955859903537e+03 1.020771159620406543e+00 1.129487174284200742e-04
3.009157387516344897e+03 1.019945621818929782e+00 1.129487174284200742e-04
3.009177819372329395e+03 1.019280505464617237e+00 1.129487174284200742e-04
3.009198251128313132e+03 1.018672287938372500e+00 1.129487174284200742e-04
3.009218682783823169e+03 1.017801317999116106e+00 1.129487174284200742e-04
3.009239114638876345e+03 1.016843688502680365e+00 1.129487174284200742e-04
3.009259546393928758e+03 1.015898278798393450e+00 1.129487174284200742e-04
3.009279978048507473e+03 1.014891462745984407e+00 1.129487174284200742e-04
3.009300409902629326e+03 1.014132061792520245e+00 1.129487174284200742e-04
3.009320841656750417e+03 1.013013615996203987e+00 1.129487174284200742e-04
3.009341273410398571e+03 1.011553398764637679e+00 1.129487174284200742e-04
3.009361705163588340e+03 1.010564737059817642e+00 1.129487174284200742e-04
3.009382136916778109e+03 1.009759292989478752e+00 1.129487174284200742e-04
3.009402568669494940e+03 1.009740777092942965e+00 1.129487174284200742e-04
3.009423000421753386e+03 1.008493082035252897e+00 1.129487174284200742e-04
3.009443432174011832e+03 1.007411041763606852e+00 1.129487174284200742e-04
3.009463863925797341e+03 1.004977953836296400e+00 1.129487174284200742e-04
3.009484295777125226e+03 1.002786337647374681e+00 1.129487174284200742e-04
3.009504727428451588e+03 1.000941185361405417e+00 1.129487174284200742e-04
3.009525159179305774e+03 9.991030635854438735e-01 1.129487174284200742e-04
3.009545591029702337e+03 9.973080361307986585e-01 1.129487174284200742e-04
3.009566022680097376e+03 9.956052219379381008e-01 1.129487174284200742e-04
3.009586454430020240e+03 9.939893646285585804e-01 1.129487174284200742e-04
3.009606886279718310e+03 9.923008948404268281e-01 1.129487174284200742e-04
3.009627317928949196e+03 9.906089570891484231e-01 1.129487174284200742e-04
3.009647749677940737e+03 9.891471822869256636e-01 1.129487174284200742e-04
3.009668181526707485e+03 9.878867971955636040e-01 1.129487174284200742e-04
3.009688613175007049e+03 9.860877787648864023e-01 1.129487174284200742e-04
3.009709044923067268e+03 9.845340771777562061e-01 1.129487174284200742e-04
3.009729476770902693e+03 9.829650785386651046e-01 1.129487174284200742e-04
3.009749908418503765e+03 9.813564868818820397e-01 1.129487174284200742e-04
3.009770340165632661e+03 9.801564787689787117e-01 1.129487174284200742e-04
3.009790772012536763e+03 9.784602363818402093e-01 1.129487174284200742e-04
3.009811203658973682e+03 9.772246402862706516e-01 1.129487174284200742e-04
3.009831635505404847e+03 9.754268335298903470e-01 1.129487174284200742e-04
3.009852067251376866e+03 9.740474211584095876e-01 1.129487174284200742e-04
3.009872498896882462e+03 9.731466190797934956e-01 1.129487174284200742e-04
3.009892930742382305e+03 9.719706064996197492e-01 1.129487174284200742e-04
3.009913362487423001e+03 9.710856979537545453e-01 1.129487174284200742e-04
3.009933794132230105e+03 9.703693206470369592e-01 1.129487174284200742e-04
3.009954225976565795e+03 9.697916304405080901e-01 1.129487174284200742e-04
3.009974657720675168e+03 9.692381325076413479e-01 1.129487174284200742e-04
3.009995089364550950e+03 9.687075332861584398e-01 1.129487174284200742e-04
3.010015521207955317e+03 9.685500582436724626e-01 1.129487174284200742e-04
3.010035952951366198e+03 9.677253311800638746e-01 1.129487174284200742e-04
3.010056384594310657e+03 9.675543943797279001e-01 1.129487174284200742e-04
3.010076816436783702e+03 9.675311735909004618e-01 1.129487174284200742e-04
3.010097248179263261e+03 9.677007901407816970e-01 1.129487174284200742e-04
3.010117679821276397e+03 9.685848213806563800e-01 1.129487174284200742e-04
3.010138111662818119e+03 9.686610650383150611e-01 1.129487174284200742e-04
3.010158543404366355e+03 9.689254642644973270e-01 1.129487174284200742e-04
3.010178975145448931e+03 9.693520241110002988e-01 1.129487174284200742e-04
3.010199406886291399e+03 9.699234217598960983e-01 1.129487174284200742e-04
3.010219838626908313e+03 9.702535768444852105e-01 1.129487174284200742e-04
3.010240270367052290e+03 9.718930167043425827e-01 1.129487174284200742e-04
3.010260702106970712e+03 9.719674138043266076e-01 1.129487174284200742e-04
3.010281133846656303e+03 9.729266388576233160e-01 1.129487174284200742e-04
3.010301565585876233e+03 9.743598449926328398e-01 1.129487174284200742e-04
3.010321997424856818e+03 9.758027929111345866e-01 1.129487174284200742e-04
3.010342429063610325e+03 9.775828539447071197e-01 1.129487174284200742e-04
3.010362860802124487e+03 9.790638160483540187e-01 1.129487174284200742e-04
3.010383292640181025e+03 9.802224518849059764e-01 1.129487174284200742e-04
3.010403724278003210e+03 9.813729515565137174e-01 1.129487174284200742e-04
3.010424156015593326e+03 9.828198912465051507e-01 1.129487174284200742e-04
3.010444587852711265e+03 9.842490097398848281e-01 1.129487174284200742e-04
3.010465019489834958e+03 9.861433417096078236e-01 1.129487174284200742e-04
3.010485451226486475e+03 9.880853397719130404e-01 1.129487174284200742e-04
3.010505883062680368e+03 9.898704518154267662e-01 1.129487174284200742e-04
3.010526314698872739e+03 9.918520428215480411e-01 1.129487174284200742e-04
3.010546746434600209e+03 9.941595505319502646e-01 1.129487174284200742e-04
3.010567178270088334e+03 9.958874967893925900e-01 1.129487174284200742e-04
3.010587609905116551e+03 9.979569163299794043e-01 1.129487174284200742e-04
3.010608041739906184e+03 9.995735296080898724e-01 1.129487174284200742e-04
3.010628473374468740e+03 1.001343445352830264e+00 1.129487174284200742e-04
3.010648905108799227e+03 1.002920868325319681e+00 1.129487174284200742e-04
3.010669336942890368e+03 1.005149481257294308e+00 1.129487174284200742e-04
3.010689768676522363e+03 1.006777624483102374e+00 1.129487174284200742e-04
3.010710200309920765e+03 1.008442967710992511e+00 1.129487174284200742e-04
3.010730632143080584e+03 1.009566159200990132e+00 1.129487174284200742e-04
3.010751063875781256e+03 1.011267427616661552e+00 1.129487174284200742e-04
3.010771495508248336e+03 1.012534221809592294e+00 1.129487174284200742e-04
3.010791927340476832e+03 1.013709892336582152e+00 1.129487174284200742e-04
3.010812359072479012e+03 1.015028045935508549e+00 1.129487174284200742e-04
3.010832790704014769e+03 1.016092771482578039e+00 1.129487174284200742e-04
3.010853222535544774e+03 1.017594680840814725e+00 1.129487174284200742e-04
3.010873654266382800e+03 1.018627546275407969e+00 1.129487174284200742e-04
3.010894085897220066e+03 1.019869054151823828e+00 1.129487174284200742e-04
3.010914517727818748e+03 1.020919410326204702e+00 1.129487174284200742e-04
3.010934949457958282e+03 1.021739122826227586e+00 1.129487174284200742e-04
3.010955381087864225e+03 1.022667673175134517e+00 1.129487174284200742e-04
3.010975812917298754e+03 1.023616953281039521e+00 1.129487174284200742e-04
3.010996244646739797e+03 1.024335780175523958e+00 1.129487174284200742e-04
3.011016676375715178e+03 1.025208462059691072e+00 1.129487174284200742e-04
3.011037108104450454e+03 1.025505900763025835e+00 1.129487174284200742e-04
3.011077971561004233e+03 1.025372786117915380e+00 1.129487174284200742e-04
3.011098403288808186e+03 1.025164101512347159e+00 1.129487174284200742e-04
3.011118835016386583e+03 1.024918329518087479e+00 1.129487174284200742e-04
3.011139266743732151e+03 1.025096706869605301e+00 1.129487174284200742e-04
3.011159698570605542e+03 1.024961831231008702e+00 1.129487174284200742e-04
3.011180130197251856e+03 1.026566594590279102e+00 1.129487174284200742e-04
3.011200561923666100e+03 1.025831340315386697e+00 1.129487174284200742e-04
3.011220993749841000e+03 1.025066835727711956e+00 1.129487174284200742e-04
3.011241425375555991e+03 1.025167898096468244e+00 1.129487174284200742e-04
3.011261857101271744e+03 1.024915418961427793e+00 1.129487174284200742e-04
3.011282288926515321e+03 1.024466562893207477e+00 1.129487174284200742e-04
3.011302720551531820e+03 1.024256238333119740e+00 1.129487174284200742e-04
3.011323152276083420e+03 1.023807729059984739e+00 1.129487174284200742e-04
3.011343584000394912e+03 1.023524011381829357e+00 1.129487174284200742e-04
3.011364015724713681e+03 1.023028814348212023e+00 1.129487174284200742e-04
3.011384447548334720e+03 1.022923917944786210e+00 1.129487174284200742e-04
3.011404879171946959e+03 1.022730477019650364e+00 1.129487174284200742e-04
3.011425310895334405e+03 1.022443984891307167e+00 1.129487174284200742e-04
3.011445742718249676e+03 1.022068773170444977e+00 1.129487174284200742e-04
3.011466174340937869e+03 1.020995326722473839e+00 1.129487174284200742e-04
3.011486606063161162e+03 1.019988309986947561e+00 1.129487174284200742e-04
3.011507037885385216e+03 1.019806734219985245e+00 1.129487174284200742e-04
3.011527469607135572e+03 1.019402165591018594e+00 1.129487174284200742e-04
3.011547901228659612e+03 1.018957838586451503e+00 1.129487174284200742e-04
3.011568333049945068e+03 1.018442508831854942e+00 1.129487174284200742e-04
3.011588764771004207e+03 1.017021790321652741e+00 1.129487174284200742e-04
